contrast	rank	junction_id	gene	lsv	side	anchor	junction	chrom	start	end	strand	mean_lsv_total	psi_ctl	psi_mid	psi_treated	dpsi	dpsi_dedup	slope	test	p	padj	consistent	hit	psi_Hek_control_1	psi_Hek_control_2	psi_Hek_control_3	psi_CADM1_100nM-1	psi_CADM1_100nM-2	psi_CADM1_100nM-3	n_Hek_control_1	n_Hek_control_2	n_Hek_control_3	n_CADM1_100nM-1	n_CADM1_100nM-2	n_CADM1_100nM-3
cadm1_high		chr16:GABARAPL2:s:75566907|16:75566907-75568036:+	GABARAPL2	chr16:GABARAPL2:s:75566907	s	75566907	16:75566907-75568036:+	16	75566907	75568036	+	117.7	0.95		0.889	-0.061	-0.049		welch	0.40826908342631113	0.9655019792943904	0	0	0.929	0.956	0.953	0.903	0.76	0.977	56	91	171	154	104	130
cadm1_high		chr19:RAD23A:s:12949159|19:12949159-12949277:+	RAD23A	chr19:RAD23A:s:12949159	s	12949159	19:12949159-12949277:+	19	12949159	12949277	+	164.5	0.399		0.338	-0.061	-0.041		welch	0.5068987444152339	0.9655019792943904	0	0	0.608	0.314	0.405	0.223	0.398	0.46	79	210	237	206	118	137
cadm1_high		chr16:VKORC1:s:31094556|16:31093421-31094556:-	VKORC1	chr16:VKORC1:s:31094556	s	31094556	16:31093421-31094556:-	16	31093421	31094556	-	159.5	0.623		0.562	-0.061	-0.031		welch	0.6269819122729704	0.9695427997180214	0	0	0.599	0.765	0.488	0.708	0.465	0.504	162	183	162	161	172	117
cadm1_high		chr7:ATP5MF:t:99460193|7:99460193-99466128:-	ATP5MF	chr7:ATP5MF:t:99460193	t	99460193	7:99460193-99466128:-	7	99460193	99466128	-	321.3	0.319		0.258	-0.062	-0.091		welch	0.44894540941950484	0.9655019792943904	0	0	0.301	0.334	0.322	0.349	0.295	0.122	296	287	453	364	224	304
cadm1_high		chr19:DNM2:s:10805967|19:10805967-10808568:+	DNM2	chr19:DNM2:s:10805967	s	10805967	19:10805967-10808568:+	19	10805967	10808568	+	114.3	0.186		0.124	-0.062	-0.071		welch	0.6358034664232092	0.9695427997180214	0	0	0.011	0.275	0.253	0.115	0.029	0.234	90	102	99	131	136	128
cadm1_high		chr10:PRPF18:t:13597457|10:13587152-13597457:+	PRPF18	chr10:PRPF18:t:13597457	t	13597457	10:13587152-13597457:+	10	13587152	13597457	+	101.3	0.924		0.862	-0.062	-0.102		welch	0.5819990708026388	0.9695427997180214	0	0	0.993	0.975	0.765	0.821	0.865	0.902	135	121	98	67	126	61
cadm1_high		chr10:NOLC1:t:102159432|10:102159338-102159432:+	NOLC1	chr10:NOLC1:t:102159432	t	102159432	10:102159338-102159432:+	10	102159338	102159432	+	154.5	0.245		0.182	-0.063	-0.083		welch	0.6136622323413056	0.9695427997180214	0	0	0.112	0.383	0.174	0.228	0.14	0.152	98	154	115	246	150	164
cadm1_high		chr19:CARM1:t:10921614|19:10921127-10921614:+	CARM1	chr19:CARM1:t:10921614	t	10921614	19:10921127-10921614:+	19	10921127	10921614	+	103.2	0.79		0.725	-0.065	-0.081		welch	0.5998121764110371	0.9695427997180214	0	0	0.718	0.82	0.827	0.544	0.747	0.885	110	100	133	90	99	87
cadm1_high		chr6:ACAT2:s:159763053|6:159763053-159775169:+	ACAT2	chr6:ACAT2:s:159763053	s	159763053	6:159763053-159775169:+	6	159763053	159775169	+	103.8	0.067		0.0	-0.067			welch	0.3286828866573811	0.9655019792943904	0	0	0.0	0.25	0.045	0.0	0.0	0.0	71	44	154	119	101	134
cadm1_high		chr12:CBX5:t:54257692|12:54257692-54280007:-	CBX5	chr12:CBX5:t:54257692	t	54257692	12:54257692-54280007:-	12	54257692	54280007	-	160.7	0.815		0.748	-0.067	-0.047		welch	0.3690602764778643	0.9655019792943904	0	0	0.846	0.817	0.79	0.735	0.859	0.639	123	213	167	151	163	147
cadm1_high		chr16:KARS1:t:75641723|16:75641723-75647577:-	KARS1	chr16:KARS1:t:75641723	t	75641723	16:75641723-75647577:-	16	75641723	75647577	-	153.7	0.7		0.633	-0.067	-0.067		welch	0.6071017428817411	0.9695427997180214	0	0	0.673	0.776	0.608	0.774	0.591	0.55	107	214	143	137	181	140
cadm1_high		chr3:TRA2B:s:185937824|3:185931852-185937824:-	TRA2B	chr3:TRA2B:s:185937824	s	185937824	3:185931852-185937824:-	3	185931852	185937824	-	205.8	0.384		0.317	-0.068	-0.051		welch	0.5110947570095096	0.9655019792943904	0	0	0.307	0.396	0.415	0.22	0.426	0.321	114	285	176	254	216	190
cadm1_high		chr7:SSBP1:t:141739123|7:141738410-141739123:+	SSBP1	chr7:SSBP1:t:141739123	t	141739123	7:141738410-141739123:+	7	141738410	141739123	+	118.8	0.232		0.164	-0.068	0.021		welch	0.42184920443875495	0.9655019792943904	0	0	0.551	0.181	0.137	0.237	0.102	0.131	78	188	161	114	88	84
cadm1_high		chr2:MRPL33:t:27779432|2:27774530-27779432:+	MRPL33	chr2:MRPL33:t:27779432	t	27779432	2:27774530-27779432:+	2	27774530	27779432	+	128.2	0.471		0.401	-0.07	-0.067		welch	0.43092988044902647	0.9655019792943904	0	0	0.65	0.469	0.336	0.345	0.463	0.375	103	128	134	116	160	128
cadm1_high		chr1:DNAJC8:s:28232920|1:28205306-28232920:-	DNAJC8	chr1:DNAJC8:s:28232920	s	28232920	1:28205306-28232920:-	1	28205306	28232920	-	174.2	0.146		0.075	-0.071	-0.068		welch	0.30340083814782365	0.9655019792943904	0	0	0.269	0.035	0.212	0.07	0.095	0.061	108	201	137	185	201	213
cadm1_high		chr9:ANKRD18B:s:33541227|9:33541227-33543184:+	ANKRD18B	chr9:ANKRD18B:s:33541227	s	33541227	9:33541227-33543184:+	9	33541227	33543184	+	126.8	0.777		0.706	-0.071	-0.055		welch	0.6089598961554694	0.9695427997180214	0	0	0.615	0.866	0.81	0.673	0.77	0.707	65	97	58	266	135	140
cadm1_high		chr12:TARBP2:s:53504469|12:53504469-53504611:+	TARBP2	chr12:TARBP2:s:53504469	s	53504469	12:53504469-53504611:+	12	53504469	53504611	+	133.8	0.131		0.056	-0.075	-0.074		welch	0.39403226960476745	0.9655019792943904	0	0	0.035	0.217	0.106	0.13	0.037	0.0	115	180	170	115	108	115
cadm1_high		chr19:PTBP1:s:805187|19:805187-805491:+	PTBP1	chr19:PTBP1:s:805187	s	805187	19:805187-805491:+	19	805187	805491	+	248.3	0.474		0.4	-0.075	0.017		welch	0.27691913556290265	0.9655019792943904	0	0	0.508	0.478	0.438	0.382	0.494	0.297	264	297	276	207	251	195
cadm1_high		chr5:RPL26L1:t:172959864|5:172959007-172959864:+	RPL26L1	chr5:RPL26L1:t:172959864	t	172959864	5:172959007-172959864:+	5	172959007	172959864	+	162.7	0.5		0.425	-0.075	-0.003		welch	0.3775684100159441	0.9655019792943904	0	0	0.562	0.594	0.37	0.465	0.384	0.438	130	155	173	172	216	130
cadm1_high		chr12:SFSWAP:s:131756644|12:131756644-131766117:+	SFSWAP	chr12:SFSWAP:s:131756644	s	131756644	12:131756644-131766117:+	12	131756644	131766117	+	133.0	0.379		0.305	-0.075	-0.036		welch	0.599329630158035	0.9695427997180214	0	0	0.404	0.327	0.408	0.151	0.488	0.317	151	171	184	106	82	104
cadm1_high		chr16:ATP2A1-AS1:s:28879541|16:28879104-28879541:-	ATP2A1-AS1	chr16:ATP2A1-AS1:s:28879541	s	28879541	16:28879104-28879541:-	16	28879104	28879541	-	252.0	0.736		0.66	-0.076	-0.067		welch	0.21935743304271219	0.9655019792943904	0	0	0.789	0.822	0.649	0.667	0.642	0.673	247	230	376	216	229	214
cadm1_high		chr5:HNRNPH1:t:179623164|5:179623164-179623280:-	HNRNPH1	chr5:HNRNPH1:t:179623164	t	179623164	5:179623164-179623280:-	5	179623164	179623280	-	134.0	0.119		0.042	-0.077	-0.053		welch	0.6277788910752421	0.9695427997180214	0	0	0.0	0.0	0.288	0.0	0.0	0.118	77	130	146	139	151	161
cadm1_high		chr4:MRPS18C:s:83456958|4:83456958-83459739:+	MRPS18C	chr4:MRPS18C:s:83456958	s	83456958	4:83456958-83459739:+	4	83456958	83459739	+	138.0	0.642		0.563	-0.079	-0.023		welch	0.7539253044206196	0.9695427997180214	0	0	0.557	0.648	0.718	0.768	0.387	0.642	106	182	103	112	191	134
cadm1_high		chr11:ANAPC15:s:72112649|11:72111286-72112649:-	ANAPC15	chr11:ANAPC15:s:72112649	s	72112649	11:72111286-72112649:-	11	72111286	72112649	-	139.2	0.213		0.132	-0.082	-0.028		welch	0.32428520034714076	0.9655019792943904	0	0	0.345	0.211	0.109	0.121	0.042	0.213	113	166	138	149	119	150
cadm1_high		chr11:ANAPC15:t:72111286|11:72111286-72111441:-	ANAPC15	chr11:ANAPC15:t:72111286	t	72111286	11:72111286-72111441:-	11	72111286	72111441	-	174.3	0.203		0.12	-0.082	-0.072		welch	0.38949435943134464	0.9655019792943904	0	0	0.073	0.216	0.325	0.158	0.134	0.081	165	204	154	165	149	209
cadm1_high		chr8:SNHG6:t:66922392|8:66922392-66925436:-	SNHG6	chr8:SNHG6:t:66922392	t	66922392	8:66922392-66925436:-	8	66922392	66925436	-	165.8	0.552		0.47	-0.082	-0.094		welch	0.46742234089304296	0.9655019792943904	0	0	0.4	0.548	0.681	0.472	0.483	0.457	115	230	144	199	145	162
cadm1_high		chr19:PRKCSH:s:11447618|19:11447618-11447722:+	PRKCSH	chr19:PRKCSH:s:11447618	s	11447618	19:11447618-11447722:+	19	11447618	11447722	+	140.2	0.665		0.582	-0.083	-0.047		welch	0.31799146972073183	0.9655019792943904	0	0	0.708	0.703	0.599	0.713	0.521	0.507	96	209	182	122	96	136
cadm1_high		chr8:EEF1D:s:143597347|8:143586849-143597347:-	EEF1D	chr8:EEF1D:s:143597347	s	143597347	8:143586849-143597347:-	8	143586849	143597347	-	114.5	0.159		0.076	-0.083	-0.03		welch	0.5282895765594018	0.9695427997180214	0	0	0.045	0.062	0.382	0.077	0.133	0.028	132	129	123	104	90	109
cadm1_high		chr19:USF2:s:35269699|19:35269699-35270446:+	USF2	chr19:USF2:s:35269699	s	35269699	19:35269699-35270446:+	19	35269699	35270446	+	158.7	0.661		0.576	-0.085	-0.095		welch	0.533156451995247	0.9695427997180214	0	0	0.581	0.7	0.68	0.472	0.755	0.535	129	180	178	193	143	129
cadm1_high		chr5:GRK6:t:177441734|5:177441053-177441736:+	GRK6	chr5:GRK6:t:177441734	t	177441734	5:177441053-177441736:+	5	177441053	177441736	+	104.3	0.632		0.546	-0.086	-0.029		welch	0.6268647201048279	0.9695427997180214	0	0	0.701	0.558	0.642	0.49	0.358	0.816	87	104	151	102	95	87
cadm1_high		chr4:TNIP2:s:2745445|4:2744506-2745445:-	TNIP2	chr4:TNIP2:s:2745445	s	2745445	4:2744506-2745445:-	4	2744506	2745445	-	108.7	0.104		0.018	-0.087			welch	0.28645925374491554	0.9655019792943904	0	0	0.237	0.036	0.063	0.0	0.0	0.065	93	112	111	116	128	92
cadm1_high		chr19:ERCC1:t:45413745|19:45413745-45413962:-	ERCC1	chr19:ERCC1:t:45413745	t	45413745	19:45413745-45413962:-	19	45413745	45413962	-	132.8	0.612		0.525	-0.087	-0.127		welch	0.26247858823468295	0.9655019792943904	0	0	0.609	0.715	0.52	0.48	0.595	0.5	87	158	175	152	131	94
cadm1_high		chr5:GRK6:s:177441053|5:177441053-177441736:+	GRK6	chr5:GRK6:s:177441053	s	177441053	5:177441053-177441736:+	5	177441053	177441736	+	108.7	0.608		0.522	-0.087	-0.029		welch	0.6718521588362708	0.9695427997180214	0	0	0.635	0.558	0.626	0.435	0.358	0.816	96	104	155	115	95	87
cadm1_high		chr19:DNM2:t:10812263|19:10808580-10812263:+	DNM2	chr19:DNM2:t:10812263	t	10812263	19:10808580-10812263:+	19	10808580	10812263	+	115.7	0.21		0.122	-0.088	-0.096		welch	0.519055124100638	0.9655019792943904	0	0	0.022	0.327	0.253	0.141	0.029	0.203	91	110	99	135	136	123
cadm1_high		chrX:NAA10:t:153932584|X:153932584-153933942:-	NAA10	chrX:NAA10:t:153932584	t	153932584	X:153932584-153933942:-	X	153932584	153933942	-	254.2	0.611		0.523	-0.088	-0.112		welch	0.29154584434152037	0.9655019792943904	0	0	0.585	0.595	0.659	0.393	0.58	0.592	195	301	208	272	250	299
cadm1_high		chrX:FMR1:s:147943326|X:147943326-147944868:+	FMR1	chrX:FMR1:s:147943326	s	147943326	X:147943326-147944868:+	X	147943326	147944868	+	246.5	0.628		0.539	-0.089	-0.038		welch	0.7118422968801565	0.9695427997180214	0	0	0.721	0.686	0.388	0.673	0.418	0.55	452	258	237	196	225	111
cadm1_high		chr3:UQCC5:t:52540423|3:52534877-52540423:+	UQCC5	chr3:UQCC5:t:52540423	t	52540423	3:52534877-52540423:+	3	52534877	52540423	+	114.8	0.164		0.074	-0.09	-0.053		welch	0.22604603565534523	0.9655019792943904	1	0	0.339	0.144	0.106	0.079	0.039	0.101	62	181	123	101	103	119
cadm1_high		chr16:PSMB10:t:67934948|16:67934948-67935419:-	PSMB10	chr16:PSMB10:t:67934948	t	67934948	16:67934948-67935419:-	16	67934948	67935419	-	122.7	0.805		0.715	-0.091	-0.097		welch	0.48231550834765224	0.9655019792943904	0	0	0.817	0.79	0.805	0.89	0.701	0.606	191	143	118	73	107	104
cadm1_high		chr5:HNRNPH1:t:179623164|5:179623164-179623594:-	HNRNPH1	chr5:HNRNPH1:t:179623164	t	179623164	5:179623164-179623594:-	5	179623164	179623594	-	134.0	0.462		0.37	-0.091	-0.121		welch	0.25924307441573896	0.9655019792943904	0	0	0.377	0.554	0.425	0.324	0.351	0.429	77	130	146	139	151	161
cadm1_high		chr3:UQCC5:t:52540423|3:52536773-52540423:+	UQCC5	chr3:UQCC5:t:52540423	t	52540423	3:52536773-52540423:+	3	52536773	52540423	+	114.8	0.366		0.276	-0.091	-0.109		welch	0.7199789689398784	0.9695427997180214	0	0	0.226	0.32	0.504	0.307	0.515	0.042	62	181	123	101	103	119
cadm1_high		chr16:INO80E:t:30005220|16:30001040-30005220:+	INO80E	chr16:INO80E:t:30005220	t	30005220	16:30001040-30005220:+	16	30001040	30005220	+	185.0	0.316		0.224	-0.092	-0.091		welch	0.34070731927955444	0.9655019792943904	0	0	0.534	0.246	0.278	0.31	0.046	0.296	116	195	299	145	152	203
cadm1_high		chr16:CARMIL2:t:67657238|16:67656881-67657238:+	CARMIL2	chr16:CARMIL2:t:67657238	t	67657238	16:67656881-67657238:+	16	67656881	67657238	+	191.2	0.259		0.167	-0.092	-0.067		welch	0.2665920183475558	0.9655019792943904	0	0	0.306	0.138	0.345	0.103	0.137	0.245	170	203	194	174	190	216
cadm1_high		chr19:CLASRP:t:45068419|19:45068054-45068419:+	CLASRP	chr19:CLASRP:t:45068419	t	45068419	19:45068054-45068419:+	19	45068054	45068419	+	190.8	0.739		0.646	-0.092	-0.095		welch	0.17442448311996986	0.9655019792943904	0	0	0.699	0.718	0.777	0.539	0.659	0.703	176	202	292	115	185	175
cadm1_high		chr2:PPP1R7:s:241166441|2:241166441-241167044:+	PPP1R7	chr2:PPP1R7:s:241166441	s	241166441	2:241166441-241167044:+	2	241166441	241167044	+	159.8	0.786		0.693	-0.093	-0.082		welch	0.28884761800113706	0.9655019792943904	0	0	0.704	0.783	0.865	0.713	0.78	0.55	169	207	185	171	127	100
cadm1_high		chr9:SURF2:t:133357710|9:133357068-133357710:+	SURF2	chr9:SURF2:t:133357710	t	133357710	9:133357068-133357710:+	9	133357068	133357710	+	152.7	0.815		0.721	-0.093	0.002		welch	0.4247516975591567	0.9655019792943904	0	0	0.856	0.802	0.789	0.86	0.765	0.535	146	217	133	121	170	129
cadm1_high		chr21:GET1:t:39390697|21:39380486-39390697:+	GET1	chr21:GET1:t:39390697	t	39390697	21:39380486-39390697:+	21	39380486	39390697	+	118.5	0.742		0.648	-0.094	-0.054		welch	0.10745482973059724	0.9655019792943904	1	0	0.862	0.734	0.707	0.596	0.697	0.642	65	154	188	104	119	81
cadm1_high		chr7:HOXA10:t:27172173|7:27172173-27173348:-	HOXA10	chr7:HOXA10:t:27172173	t	27172173	7:27172173-27173348:-	7	27172173	27173348	-	118.2	0.528		0.434	-0.094	-0.094		welch	0.28584784595093465	0.9655019792943904	0	0	0.622	0.442	0.482	0.395	0.494	0.417	185	129	139	76	77	103
cadm1_high		chr9:TMEM141:t:136791946|9:136791777-136791946:+	TMEM141	chr9:TMEM141:t:136791946	t	136791946	9:136791777-136791946:+	9	136791777	136791946	+	107.3	0.818		0.724	-0.094	-0.077		welch	0.41039094021010436	0.9655019792943904	0	0	0.708	0.933	0.772	0.681	0.823	0.68	65	119	145	69	96	150
cadm1_high		chr16:GSPT1:s:11897839|16:11896785-11897839:-	GSPT1	chr16:GSPT1:s:11897839	s	11897839	16:11896785-11897839:-	16	11896785	11897839	-	128.8	0.917		0.822	-0.095	-0.095		welch	0.26056719445347243	0.9655019792943904	0	0	0.971	0.952	0.842	0.835	0.76	0.925	105	124	133	109	196	106
cadm1_high		chr19:TCF3:s:1615685|19:1615520-1615685:-	TCF3	chr19:TCF3:s:1615685	s	1615685	19:1615520-1615685:-	19	1615520	1615685	-	198.7	0.403		0.308	-0.095	-0.072		welch	0.17545338135623748	0.9655019792943904	0	0	0.514	0.329	0.399	0.306	0.333	0.279	179	258	233	209	177	136
cadm1_high		chr7:DBNL:s:44058280|7:44058280-44058428:+	DBNL	chr7:DBNL:s:44058280	s	44058280	7:44058280-44058428:+	7	44058280	44058428	+	129.3	0.386		0.29	-0.097	-0.144		welch	0.4610911562368255	0.9655019792943904	0	0	0.292	0.282	0.556	0.383	0.212	0.277	113	117	135	133	137	141
cadm1_high		chrX:EOLA2:t:149937480|X:149937480-149938192:-	EOLA2	chrX:EOLA2:t:149937480	t	149937480	X:149937480-149938192:-	X	149937480	149938192	-	120.0	0.813		0.713	-0.1	-0.151		welch	0.18581325249355854	0.9655019792943904	0	0	0.787	0.742	0.905	0.688	0.673	0.782	80	120	116	109	162	133
cadm1_high		chr2:MRPL33:s:27772692|2:27772692-27774423:+	MRPL33	chr2:MRPL33:s:27772692	s	27772692	2:27772692-27774423:+	2	27772692	27774423	+	116.0	0.454		0.352	-0.102	-0.156		welch	0.34470170912184367	0.9655019792943904	0	0	0.644	0.477	0.288	0.333	0.429	0.262	87	130	118	111	147	103
cadm1_high		chr12:TMEM106C:t:47964208|12:47963704-47964208:+	TMEM106C	chr12:TMEM106C:t:47964208	t	47964208	12:47963704-47964208:+	12	47963704	47964208	+	128.2	0.395		0.293	-0.102	-0.144		welch	0.21415494862080287	0.9655019792943904	0	0	0.504	0.299	0.392	0.239	0.33	0.313	133	147	148	117	109	115
cadm1_high		chr7:GIGYF1:t:100681771|7:100681771-100682071:-	GIGYF1	chr7:GIGYF1:t:100681771	t	100681771	7:100681771-100682071:-	7	100681771	100682071	-	111.7	0.147		0.045	-0.102	-0.056		welch	0.19929393132343765	0.9655019792943904	1	0	0.132	0.309	0.086	0.046	0.02	0.082	114	81	186	130	98	61
cadm1_high		chr19:ERCC1:s:45414860|19:45414034-45414860:-	ERCC1	chr19:ERCC1:s:45414860	s	45414860	19:45414034-45414860:-	19	45414034	45414860	-	106.8	0.617		0.514	-0.103	-0.146		welch	0.3442881214680753	0.9655019792943904	0	0	0.617	0.793	0.469	0.504	0.606	0.405	60	121	143	129	109	79
cadm1_high		chr16:ZNF598:t:2001191|16:2001191-2001591:-	ZNF598	chr16:ZNF598:t:2001191	t	2001191	16:2001191-2001591:-	16	2001191	2001591	-	142.7	0.221		0.116	-0.104	-0.093		welch	0.2442441066746826	0.9655019792943904	0	0	0.384	0.097	0.234	0.068	0.038	0.199	86	144	291	147	52	136
cadm1_high		chr16:RPS15A:t:18789118|16:18789118-18789896:-	RPS15A	chr16:RPS15A:t:18789118	t	18789118	16:18789118-18789896:-	16	18789118	18789896	-	192.8	0.285		0.18	-0.104	-0.069		welch	0.4378187742129565	0.9655019792943904	0	0	0.18	0.26	0.372	0.178	0.322	0.08	133	269	234	174	146	201
cadm1_high		chr6:RNF8:s:37371574|6:37371574-37376925:+	RNF8	chr6:RNF8:s:37371574	s	37371574	6:37371574-37376925:+	6	37371574	37376925	+	182.2	0.192		0.087	-0.105	-0.063		welch	0.3145518987089797	0.9655019792943904	0	0	0.19	0.054	0.335	0.13	0.104	0.021	147	166	161	215	212	192
cadm1_high		chrX:CCNQ:s:153592505|X:153588394-153592505:-	CCNQ	chrX:CCNQ:s:153592505	s	153592505	X:153588394-153592505:-	X	153588394	153592505	-	102.8	0.458		0.353	-0.105	-0.108		welch	0.4273670020369217	0.9655019792943904	0	0	0.278	0.469	0.555	0.344	0.218	0.455	72	143	119	93	78	112
cadm1_high		chr1:LINC02609:t:90832196|1:90832196-90851482:-	LINC02609	chr1:LINC02609:t:90832196	t	90832196	1:90832196-90851482:-	1	90832196	90851482	-	107.7	0.902		0.797	-0.105	-0.037		welch	0.12705920740766044	0.9655019792943904	0	0	0.872	0.954	0.88	0.773	0.883	0.736	86	87	83	141	128	121
cadm1_high		chr19:RANBP3:t:5928087|19:5928087-5931418:-	RANBP3	chr19:RANBP3:t:5928087	t	5928087	19:5928087-5931418:-	19	5928087	5931418	-	159.7	0.487		0.382	-0.105	-0.082		welch	0.3238285121045462	0.9655019792943904	0	0	0.462	0.378	0.602	0.391	0.328	0.459	93	196	206	169	183	111
cadm1_high		chr9:ENTR1:t:136407938|9:136407938-136410327:-	ENTR1	chr9:ENTR1:t:136407938	t	136407938	9:136407938-136410327:-	9	136407938	136410327	-	103.3	0.151		0.046	-0.105	-0.167		welch	0.0919276928591342	0.9655019792943904	1	0	0.101	0.245	0.15	0.049	0.095	0.0	99	53	120	162	84	102
cadm1_high		chr5:MACROH2A1:t:135346057|5:135346057-135350822:-	MACROH2A1	chr5:MACROH2A1:t:135346057	t	135346057	5:135346057-135350822:-	5	135346057	135350822	-	102.3	0.113		0.007	-0.107	-0.098		welch	0.16489003095142155	0.9655019792943904	1	0	0.222	0.069	0.062	0.019	0.0	0.0	99	131	96	103	106	79
cadm1_high		chrX:CITED1:t:72302934|X:72302934-72307024:-	CITED1	chrX:CITED1:t:72302934	t	72302934	X:72302934-72307024:-	X	72302934	72307024	-	250.3	0.499		0.391	-0.108	-0.098		welch	0.17067649685740996	0.9655019792943904	0	0	0.556	0.407	0.556	0.489	0.351	0.308	214	295	259	282	231	221
cadm1_high		chr22:POLR3H:t:41532157|22:41532157-41532603:-	POLR3H	chr22:POLR3H:t:41532157	t	41532157	22:41532157-41532603:-	22	41532157	41532603	-	119.3	0.186		0.078	-0.109	-0.08		welch	0.20022859710883323	0.9655019792943904	0	0	0.144	0.096	0.267	0.125	0.064	0.037	90	115	176	112	141	82
cadm1_high		chr17:DUS1L:s:82058780|17:82058416-82058780:-	DUS1L	chr17:DUS1L:s:82058780	s	82058780	17:82058416-82058780:-	17	82058416	82058780	-	164.7	0.909		0.799	-0.11	-0.045		welch	0.12525298310150346	0.9655019792943904	0	0	0.908	0.957	0.863	0.876	0.808	0.719	130	185	190	161	151	171
cadm1_high		chr12:SFSWAP:t:131766117|12:131756644-131766117:+	SFSWAP	chr12:SFSWAP:t:131766117	t	131766117	12:131756644-131766117:+	12	131756644	131766117	+	179.7	0.307		0.196	-0.111	-0.127		welch	0.1469328161943644	0.9655019792943904	0	0	0.279	0.245	0.424	0.124	0.255	0.198	219	229	177	129	157	167
cadm1_high		chr6:PAK1IP1:s:10695069|6:10695069-10697323:+	PAK1IP1	chr6:PAK1IP1:s:10695069	s	10695069	6:10695069-10697323:+	6	10695069	10697323	+	134.7	0.826		0.713	-0.113	-0.017		welch	0.06578889889197059	0.9655019792943904	1	0	0.878	0.781	0.862	0.757	0.76	0.654	74	155	87	181	100	211
cadm1_high		chr5:ATOX1:s:151758545|5:151751779-151758545:-	ATOX1	chr5:ATOX1:s:151758545	s	151758545	5:151751779-151758545:-	5	151751779	151758545	-	101.8	0.945		0.831	-0.114	-0.045		welch	0.23347085059385347	0.9655019792943904	0	0	0.984	0.949	0.925	0.855	0.679	0.94	64	98	147	138	81	83
cadm1_high		chr12:C12orf57:t:6945770|12:6944565-6945770:+	C12orf57	chr12:C12orf57:t:6945770	t	6945770	12:6944565-6945770:+	12	6944565	6945770	+	117.3	0.282		0.168	-0.114	-0.105		welch	0.1603757951090979	0.9655019792943904	0	0	0.207	0.31	0.314	0.21	0.047	0.219	92	113	118	124	106	151
cadm1_high		chr4:GAR1:t:109817935|4:109816378-109817935:+	GAR1	chr4:GAR1:t:109817935	t	109817935	4:109816378-109817935:+	4	109816378	109817935	+	127.3	0.942		0.828	-0.114	-0.052		welch	0.08404249217554206	0.9655019792943904	1	0	0.969	1.0	0.873	0.819	0.836	0.823	97	176	189	83	140	79
cadm1_high		chr5:NOP16:s:176385220|5:176384283-176385220:-	NOP16	chr5:NOP16:s:176385220	s	176385220	5:176384283-176385220:-	5	176384283	176385220	-	261.5	0.375		0.26	-0.115	-0.165		welch	0.19883931675546332	0.9655019792943904	0	0	0.381	0.324	0.442	0.387	0.197	0.241	210	321	231	194	290	323
cadm1_high		chr16:INO80E:s:30001040|16:30001040-30005220:+	INO80E	chr16:INO80E:s:30001040	s	30001040	16:30001040-30005220:+	16	30001040	30005220	+	125.8	0.455		0.338	-0.117	-0.101		welch	0.3633301895759994	0.9655019792943904	0	0	0.517	0.306	0.565	0.484	0.092	0.37	120	157	147	93	76	162
cadm1_high		chr4:PCGF3:s:731110|4:731110-732399:+	PCGF3	chr4:PCGF3:s:731110	s	731110	4:731110-732399:+	4	731110	732399	+	129.5	0.187		0.07	-0.117	-0.037		welch	0.2747166128911817	0.9655019792943904	0	0	0.431	0.045	0.224	0.124	0.017	0.065	72	176	201	121	115	92
cadm1_high		chr7:GGCT:t:30498938|7:30498938-30500535:-	GGCT	chr7:GGCT:t:30498938	t	30498938	7:30498938-30500535:-	7	30498938	30500535	-	123.2	0.256		0.137	-0.118	-0.052		welch	0.051477956202565206	0.9427538116814541	1	0	0.324	0.225	0.222	0.169	0.075	0.156	139	111	176	124	93	96
cadm1_high		chr10:STK32C:t:132330485|10:132330485-132331435:-	STK32C	chr10:STK32C:t:132330485	t	132330485	10:132330485-132331435:-	10	132330485	132331435	-	178.7	0.788		0.667	-0.121	-0.09		welch	0.16399836202155474	0.9655019792943904	1	0	0.785	0.764	0.814	0.56	0.743	0.707	158	182	194	191	183	164
cadm1_high		chr16:ATXN2L:s:28836122|16:28836122-28836727:+	ATXN2L	chr16:ATXN2L:s:28836122	s	28836122	16:28836122-28836727:+	16	28836122	28836727	+	120.0	0.685		0.563	-0.122	-0.011		welch	0.18825926967887954	0.9655019792943904	0	0	0.744	0.613	0.701	0.59	0.398	0.643	90	106	144	144	93	143
cadm1_high		chr4:PCGF3:t:733671|4:732498-733671:+	PCGF3	chr4:PCGF3:t:733671	t	733671	4:732498-733671:+	4	732498	733671	+	125.0	0.176		0.054	-0.122	-0.058		welch	0.2553237836449251	0.9655019792943904	0	0	0.431	0.057	0.189	0.054	0.061	0.044	72	176	185	112	115	90
cadm1_high		chr6:HDDC2:t:125292909|6:125292909-125300537:-	HDDC2	chr6:HDDC2:t:125292909	t	125292909	6:125292909-125300537:-	6	125292909	125300537	-	144.7	0.769		0.647	-0.122	-0.059		welch	0.19848253445097813	0.9655019792943904	0	0	0.733	0.685	0.923	0.703	0.68	0.534	101	219	143	165	122	118
cadm1_high		chr8:CYRIB:s:129939607|8:129904585-129939607:-	CYRIB	chr8:CYRIB:s:129939607	s	129939607	8:129904585-129939607:-	8	129904585	129939607	-	157.3	0.681		0.556	-0.125	-0.116		welch	0.45402973416282255	0.9655019792943904	0	0	0.692	0.779	0.567	0.288	0.697	0.674	130	190	178	146	165	135
