contrast	rank	junction_id	gene	lsv	side	anchor	junction	chrom	start	end	strand	mean_lsv_total	psi_ctl	psi_mid	psi_treated	dpsi	dpsi_dedup	slope	test	p	padj	consistent	hit	psi_Hek_control_1	psi_Hek_control_2	psi_Hek_control_3	psi_CADM1_1nM-1	psi_CADM1_1nM-2	psi_CADM1_1nM-3	psi_CADM1_100nM-1	psi_CADM1_100nM-2	psi_CADM1_100nM-3	n_Hek_control_1	n_Hek_control_2	n_Hek_control_3	n_CADM1_1nM-1	n_CADM1_1nM-2	n_CADM1_1nM-3	n_CADM1_100nM-1	n_CADM1_100nM-2	n_CADM1_100nM-3
cadm1_dose		chr12:ARL6IP4:t:122981570|12:122981266-122981570:+	ARL6IP4	chr12:ARL6IP4:t:122981570	t	122981570	12:122981266-122981570:+	12	122981266	122981570	+	129.2	0.161	0.129	0.141	-0.02	-0.056	-0.0118	ols_slope	0.7294327857054999	0.983758434534779	0	0	0.211	0.126	0.17	0.179	0.076	0.127	0.286	0.026	0.125	95	174	135	184	171	134	98	116	56
cadm1_dose		chr19:SAFB:s:5657347|19:5657347-5661520:+	SAFB	chr19:SAFB:s:5657347	s	5657347	19:5657347-5661520:+	19	5657347	5661520	+	268.6	0.651	0.56	0.63	-0.021	-0.064	-0.0159	ols_slope	0.6456144773008202	0.983758434534779	0	0	0.722	0.642	0.624	0.605	0.615	0.443	0.633	0.58	0.68	187	321	378	190	270	201	286	300	284
cadm1_dose		chr19:BCL2L12:s:49666799|19:49666799-49668850:+	BCL2L12	chr19:BCL2L12:s:49666799	s	49666799	19:49666799-49668850:+	19	49666799	49668850	+	108.1	0.213	0.075	0.192	-0.021	-0.047	-0.0072	ols_slope	0.8635615862216609	0.983758434534779	0	0	0.188	0.24	0.202	0.01	0.0	0.219	0.25	0.154	0.181	80	121	114	105	92	96	104	123	138
cadm1_dose		chr1:SNRPE:t:203863662|1:203862222-203863662:+	SNRPE	chr1:SNRPE:t:203863662	t	203863662	1:203862222-203863662:+	1	203862222	203863662	+	126.9	0.751	0.788	0.73	-0.021	-0.044	-0.0085	ols_slope	0.8061278558471339	0.983758434534779	0	0	0.709	0.794	0.73	0.691	0.827	0.84	0.61	0.742	0.83	103	141	89	123	133	131	141	128	153
cadm1_dose		chr17:AURKB:s:8210529|17:8207840-8210529:-	AURKB	chr17:AURKB:s:8210529	s	8210529	17:8207840-8210529:-	17	8207840	8210529	-	115.6	0.336	0.408	0.314	-0.022	-0.026	-0.009	ols_slope	0.8221288915742652	0.983758434534779	0	0	0.371	0.333	0.317	0.413	0.466	0.295	0.476	0.288	0.203	97	78	161	126	174	95	105	66	138
cadm1_dose		chr20:SMIM26:s:18567596|20:18567596-18569238:+	SMIM26	chr20:SMIM26:s:18567596	s	18567596	20:18567596-18569238:+	20	18567596	18569238	+	127.7	0.733	0.714	0.71	-0.022	0.038	-0.0168	ols_slope	0.6741358981325434	0.983758434534779	1	0	0.784	0.764	0.689	0.816	0.577	0.703	0.821	0.721	0.594	88	110	180	163	111	138	84	179	96
cadm1_dose		chr8:SNHG6:s:66925436|8:66922392-66925436:-	SNHG6	chr8:SNHG6:s:66925436	s	66925436	8:66922392-66925436:-	8	66922392	66925436	-	272.7	0.312	0.196	0.29	-0.022	-0.012	-0.0112	ols_slope	0.7690322743474165	0.983758434534779	0	0	0.236	0.287	0.426	0.253	0.166	0.154	0.325	0.32	0.237	195	439	230	292	277	201	289	219	312
cadm1_dose		chr19:PTBP1:t:806407|19:805569-806407:+	PTBP1	chr19:PTBP1:t:806407	t	806407	19:805569-806407:+	19	805569	806407	+	304.0	0.603	0.631	0.581	-0.022	0.027	-0.0108	ols_slope	0.798988006891072	0.983758434534779	0	0	0.617	0.641	0.54	0.578	0.584	0.837	0.613	0.618	0.502	334	432	337	332	250	141	313	322	275
cadm1_dose		chr8:EEF1D:t:143586852|8:143586852-143588990:-	EEF1D	chr8:EEF1D:t:143586852	t	143586852	8:143586852-143588990:-	8	143586852	143588990	-	140.4	0.293	0.333	0.271	-0.022	-0.023	-0.0149	ols_slope	0.6641818042119099	0.983758434534779	0	0	0.179	0.362	0.319	0.371	0.373	0.256	0.255	0.184	0.332	156	210	119	116	118	117	141	103	184
cadm1_dose		chr9:GTF3C5:t:133056011|9:133054964-133056011:+	GTF3C5	chr9:GTF3C5:t:133056011	t	133056011	9:133054964-133056011:+	9	133054964	133056011	+	104.7	0.202	0.153	0.18	-0.022	-0.018	-0.0125	ols_slope	0.7298954555098103	0.983758434534779	0	0	0.173	0.259	0.161	0.3	0.124	0.02	0.203	0.133	0.182	98	112	87	110	89	101	138	75	132
cadm1_dose		chr16:MRPL28:t:370225|16:370225-370484:-	MRPL28	chr16:MRPL28:t:370225	t	370225	16:370225-370484:-	16	370225	370484	-	103.7	0.215	0.196	0.193	-0.022	0.037	-0.0013	ols_slope	0.9729519894142438	0.9852858398157701	1	0	0.154	0.175	0.273	0.357	0.091	0.073	0.189	0.217	0.188	52	160	165	112	77	82	159	46	80
cadm1_dose		chr12:NCOR2:s:124419956|12:124402561-124419956:-	NCOR2	chr12:NCOR2:s:124419956	s	124419956	12:124402561-124419956:-	12	124402561	124419956	-	121.7	0.778	0.849	0.755	-0.023	-0.01	-0.0127	ols_slope	0.7484220627156188	0.983758434534779	0	0	0.817	0.745	0.789	0.73	0.923	0.896	0.733	0.664	0.879	93	157	142	126	142	96	116	116	107
cadm1_dose		chr1:NASP:t:45613168|1:45608337-45613168:+	NASP	chr1:NASP:t:45613168	t	45613168	1:45608337-45613168:+	1	45608337	45613168	+	136.6	0.365	0.287	0.341	-0.024	-0.077	-0.0076	ols_slope	0.852722432478865	0.983758434534779	0	0	0.243	0.288	0.517	0.373	0.271	0.262	0.372	0.387	0.244	115	111	147	59	129	122	199	191	156
cadm1_dose		chr11:GATD1:s:771332|11:767373-771332:-	GATD1	chr11:GATD1:s:771332	s	771332	11:767373-771332:-	11	767373	771332	-	102.8	0.696	0.673	0.671	-0.025	0.003	-0.0152	ols_slope	0.738710852818984	0.983758434534779	1	0	0.562	0.86	0.59	0.716	0.645	0.667	0.738	0.657	0.526	105	164	122	81	93	120	103	99	38
cadm1_dose		chr9:TMEM141:s:136791777|9:136791777-136791946:+	TMEM141	chr9:TMEM141:s:136791777	s	136791777	9:136791777-136791946:+	9	136791777	136791946	+	100.9	0.775	0.759	0.75	-0.025	-0.068	0.0075	ols_slope	0.8636877162220181	0.983758434534779	1	0	0.582	0.867	0.8	0.776	0.667	0.871	0.839	0.705	0.75	79	128	140	85	102	70	56	112	136
cadm1_dose		chr4:MRPS18C:t:83459739|4:83456958-83459739:+	MRPS18C	chr4:MRPS18C:t:83459739	t	83459739	4:83456958-83459739:+	4	83456958	83459739	+	159.7	0.537	0.422	0.512	-0.025	0.011	-0.0027	ols_slope	0.9600612134880228	0.9852858398157701	0	0	0.45	0.536	0.638	0.46	0.333	0.491	0.717	0.398	0.494	131	220	116	137	186	167	120	186	174
cadm1_dose		chr10:CUTC:t:99736245|10:99732409-99736245:+	CUTC	chr10:CUTC:t:99736245	t	99736245	10:99732409-99736245:+	10	99732409	99736245	+	114.2	0.917	0.835	0.892	-0.026	0.016	-0.0178	ols_slope	0.6503349120307425	0.983758434534779	0	0	0.964	0.935	0.862	0.857	0.789	0.841	0.725	0.929	1.0	83	169	123	98	57	82	131	126	159
cadm1_dose		chr2:RAB10:s:26034735|2:26034735-26098661:+	RAB10	chr2:RAB10:s:26034735	s	26034735	2:26034735-26098661:+	2	26034735	26098661	+	100.7	0.958	0.934	0.929	-0.029		-0.0376	ols_slope	0.41477650945964506	0.9378044304170918	1	0	0.928	0.955	0.981	0.811	0.99	0.99	0.981	0.971	0.686	69	134	105	90	96	102	155	104	51
cadm1_dose		chr17:CEP131:s:81193925|17:81192593-81193925:-	CEP131	chr17:CEP131:s:81193925	s	81193925	17:81192593-81193925:-	17	81192593	81193925	-	158.1	0.278	0.212	0.249	-0.029	-0.015	-0.0196	ols_slope	0.5872549471123056	0.983758434534779	0	0	0.356	0.149	0.34	0.238	0.13	0.256	0.183	0.311	0.233	180	181	147	189	131	129	153	193	120
cadm1_dose		chr19:ILF3:t:10688549|19:10683970-10688549:+	ILF3	chr19:ILF3:t:10688549	t	10688549	19:10683970-10688549:+	19	10683970	10688549	+	134.9	0.046	0.14	0.015	-0.031	-0.036	-0.0151	ols_slope	0.7213591456154577	0.983758434534779	0	0	0.132	0.0	0.0	0.25	0.023	0.182	0.029	0.0	0.012	152	176	103	100	130	99	173	117	164
cadm1_dose		chr20:NOP56:t:2656400|20:2656214-2656400:+	NOP56	chr20:NOP56:t:2656400	t	2656400	20:2656214-2656400:+	20	2656214	2656400	+	139.8	0.713	0.678	0.681	-0.032	-0.081	-0.0278	ols_slope	0.4560144127166796	0.9553558989835146	0	0	0.802	0.612	0.743	0.682	0.582	0.761	0.704	0.727	0.558	126	152	144	129	146	163	169	143	86
cadm1_dose		chr1:LINC02609:s:90851482|1:90832196-90851482:-	LINC02609	chr1:LINC02609:s:90851482	s	90851482	1:90832196-90851482:-	1	90832196	90851482	-	104.3	0.906	0.988	0.874	-0.032	0.035	-0.0115	ols_slope	0.7442306221526321	0.983758434534779	0	0	1.0	0.874	0.859	1.0	0.957	1.0	0.807	0.856	1.0	75	95	85	118	94	116	135	132	89
cadm1_dose		chr2:EEF1B2:s:206159684|2:206159684-206159958:+	EEF1B2	chr2:EEF1B2:s:206159684	s	206159684	2:206159684-206159958:+	2	206159684	206159958	+	121.8	0.782	0.78	0.75	-0.032	0.011	-0.0111	ols_slope	0.8015044605221191	0.983758434534779	1	0	0.667	0.891	0.765	0.626	0.906	0.748	0.669	0.812	0.775	108	138	166	91	138	107	118	101	129
cadm1_dose		chr16:HIRIP3:t:29993808|16:29993808-29993905:-	HIRIP3	chr16:HIRIP3:t:29993808	t	29993808	16:29993808-29993905:-	16	29993808	29993905	-	123.6	0.69	0.634	0.657	-0.033	-0.098	-0.0312	ols_slope	0.35355419144458694	0.9150517798418184	0	0	0.683	0.739	0.638	0.685	0.561	0.687	0.742	0.516	0.615	104	153	130	130	164	99	159	64	109
cadm1_dose		chr5:TCOF1:t:150391956|5:150390023-150391956:+	TCOF1	chr5:TCOF1:t:150391956	t	150391956	5:150390023-150391956:+	5	150390023	150391956	+	162.6	0.423	0.384	0.39	-0.033	-0.063	-0.0295	ols_slope	0.3872289781184921	0.915092226190477	0	0	0.5	0.502	0.31	0.365	0.447	0.368	0.388	0.456	0.291	146	203	239	192	94	125	183	171	110
cadm1_dose		chr21:SLX9:s:44967181|21:44967181-44973199:+	SLX9	chr21:SLX9:s:44967181	s	44967181	21:44967181-44973199:+	21	44967181	44973199	+	140.1	0.116	0.138	0.082	-0.033	-0.032	-0.0112	ols_slope	0.7675707725050215	0.983758434534779	0	0	0.058	0.214	0.054	0.258	0.035	0.155	0.031	0.067	0.16	86	145	149	155	198	103	159	135	131
cadm1_dose		chr22:DDX17:t:38486440|22:38486440-38487878:-	DDX17	chr22:DDX17:t:38486440	t	38486440	22:38486440-38487878:-	22	38486440	38487878	-	146.9	0.616	0.596	0.583	-0.033	-0.011	-0.0152	ols_slope	0.6864882468404573	0.983758434534779	1	0	0.519	0.661	0.632	0.654	0.546	0.597	0.685	0.42	0.616	79	127	114	156	185	119	168	150	224
cadm1_dose		chr1:PABPC4:t:39570002|1:39570002-39571233:-	PABPC4	chr1:PABPC4:t:39570002	t	39570002	1:39570002-39571233:-	1	39570002	39571233	-	171.2	0.734	0.719	0.701	-0.033	-0.069	0.0032	ols_slope	0.9627832418553958	0.9852858398157701	1	0	0.701	0.577	0.905	0.513	0.89	0.682	0.541	0.816	0.844	127	215	221	117	172	148	242	158	141
cadm1_dose		chr5:TCOF1:s:150369602|5:150369602-150374616:+	TCOF1	chr5:TCOF1:s:150369602	s	150369602	5:150369602-150374616:+	5	150369602	150374616	+	101.3	0.178	0.181	0.145	-0.033	-0.031	-0.0003	ols_slope	0.9951415025253171	0.9973677698687742	0	0	0.118	0.188	0.223	0.231	0.198	0.071	0.047	0.365	0.115	110	144	112	108	126	70	86	52	104
cadm1_dose		chr11:TRPT1:s:64224284|11:64224210-64224284:-	TRPT1	chr11:TRPT1:s:64224284	s	64224284	11:64224210-64224284:-	11	64224210	64224284	-	160.3	0.61	0.588	0.577	-0.034	-0.083	-0.0148	ols_slope	0.7306501890365629	0.983758434534779	1	0	0.59	0.527	0.761	0.636	0.645	0.496	0.727	0.5	0.561	212	264	176	110	107	125	110	184	155
cadm1_dose		chr19:CIC:s:42293836|19:42293836-42293937:+	CIC	chr19:CIC:s:42293836	s	42293836	19:42293836-42293937:+	19	42293836	42293937	+	112.9	0.308	0.301	0.274	-0.034	-0.049	-0.0265	ols_slope	0.5439358974715023	0.983758434534779	1	0	0.38	0.255	0.302	0.265	0.45	0.185	0.316	0.126	0.336	92	110	106	117	111	108	152	95	125
cadm1_dose		chr2:PTMA:s:231711425|2:231711423-231711895:+	PTMA	chr2:PTMA:s:231711425	s	231711425	2:231711423-231711895:+	2	231711423	231711895	+	108.7	0.884	0.772	0.851	-0.034	-0.027	-0.0172	ols_slope	0.6259087841146753	0.983758434534779	0	0	0.956	0.894	0.775	0.744	0.808	0.752	0.758	0.848	0.915	91	141	71	86	130	117	95	105	142
cadm1_dose		chr1:ENSG00000233461:t:231522637|1:231522637-231524425:-	ENSG00000233461	chr1:ENSG00000233461:t:231522637	t	231522637	1:231522637-231524425:-	1	231522637	231524425	-	164.6	0.231	0.12	0.197	-0.034	-0.034	-0.023	ols_slope	0.5310069651719158	0.983758434534779	0	0	0.349	0.162	0.23	0.18	0.104	0.069	0.152	0.245	0.206	129	216	126	178	144	160	197	151	180
cadm1_dose		chr17:FKBP10:t:41820946|17:41820461-41820946:+	FKBP10	chr17:FKBP10:t:41820946	t	41820946	17:41820461-41820946:+	17	41820461	41820946	+	142.0	0.962	0.827	0.928	-0.034	0.026	-0.0195	ols_slope	0.6197151059458171	0.983758434534779	0	0	0.988	0.974	0.945	0.796	0.954	0.727	0.943	0.937	0.91	84	156	256	142	130	121	106	127	156
cadm1_dose		chr2:MFF:s:227325427|2:227325427-227328677:+	MFF	chr2:MFF:s:227325427	s	227325427	2:227325427-227328677:+	2	227325427	227328677	+	145.1	0.707	0.744	0.672	-0.035	-0.009	-0.0255	ols_slope	0.46553362922309444	0.9566929628070932	0	0	0.87	0.641	0.678	0.672	0.765	0.792	0.684	0.724	0.629	100	167	174	119	132	120	158	134	202
cadm1_dose		chr1:NTPCR:t:232978162|1:232970118-232978162:+	NTPCR	chr1:NTPCR:t:232978162	t	232978162	1:232970118-232978162:+	1	232970118	232978162	+	106.8	0.889	0.909	0.854	-0.035	-0.032	-0.0214	ols_slope	0.5382040284141658	0.983758434534779	0	0	0.915	0.853	0.927	1.0	0.931	0.74	0.917	0.813	0.836	71	163	109	105	131	73	109	139	61
cadm1_dose		chr11:BANF1:t:66003234|11:66002570-66003234:+	BANF1	chr11:BANF1:t:66003234	t	66003234	11:66002570-66003234:+	11	66002570	66003234	+	186.7	0.777	0.774	0.742	-0.035	-0.035	-0.0213	ols_slope	0.5360628727209222	0.983758434534779	1	0	0.813	0.767	0.766	0.74	0.88	0.626	0.811	0.661	0.746	155	223	321	204	216	107	132	121	201
cadm1_dose		chr4:HNRNPDL:t:82426129|4:82426129-82426462:-	HNRNPDL	chr4:HNRNPDL:t:82426129	t	82426129	4:82426129-82426462:-	4	82426129	82426462	-	168.9	0.714	0.844	0.679	-0.035	0.032	-0.0181	ols_slope	0.6605261813231709	0.983758434534779	0	0	0.689	0.752	0.692	0.821	0.888	0.826	0.585	0.692	0.748	161	214	185	134	143	178	142	208	155
cadm1_dose		chr12:HNRNPA1:t:54283826|12:54283225-54283826:+	HNRNPA1	chr12:HNRNPA1:t:54283826	t	54283826	12:54283225-54283826:+	12	54283225	54283826	+	105.0	0.218	0.2	0.182	-0.036	0.023	-0.0093	ols_slope	0.8468007134254479	0.983758434534779	1	0	0.033	0.375	0.208	0.205	0.265	0.092	0.13	0.292	0.139	60	80	144	117	117	76	108	106	137
cadm1_dose		chr5:NPM1:s:171405403|5:171405403-171407699:+	NPM1	chr5:NPM1:s:171405403	s	171405403	5:171405403-171407699:+	5	171405403	171407699	+	100.9	0.657	0.625	0.62	-0.037	-0.047	-0.0442	ols_slope	0.3746745385406014	0.9150517798418184	1	0	0.877	0.521	0.712	0.682	0.632	0.571	0.712	0.62	0.512	57	117	59	88	114	105	139	108	121
cadm1_dose		chr22:SMARCB1:t:23793558|22:23791867-23793558:+	SMARCB1	chr22:SMARCB1:t:23793558	t	23793558	22:23791867-23793558:+	22	23791867	23793558	+	123.9	0.526	0.413	0.489	-0.037	-0.036	-0.008	ols_slope	0.8805516344831392	0.983758434534779	0	0	0.429	0.668	0.383	0.583	0.296	0.341	0.462	0.533	0.436	140	190	94	108	108	82	119	180	94
cadm1_dose		chr6:SFT2D1:s:166342418|6:166330247-166342418:-	SFT2D1	chr6:SFT2D1:s:166342418	s	166342418	6:166330247-166342418:-	6	166330247	166342418	-	108.7	0.721	0.582	0.683	-0.038	-0.052	-0.0023	ols_slope	0.9742893460678261	0.9852858398157701	0	0	0.586	0.797	0.759	0.407	0.537	0.899	0.647	0.817	0.664	99	123	108	108	67	69	187	71	146
cadm1_dose		chr3:DNAJC19:s:180988022|3:180987022-180988022:-	DNAJC19	chr3:DNAJC19:s:180988022	s	180988022	3:180987022-180988022:-	3	180987022	180988022	-	179.1	0.976	0.955	0.937	-0.039	-0.059	-0.0359	ols_slope	0.2771519762844534	0.8930477206290177	1	0	0.981	1.0	0.954	1.0	0.96	0.915	0.979	0.984	0.756	156	168	217	190	223	247	144	185	82
cadm1_dose		chr1:S100A13:t:153626533|1:153626533-153627138:-	S100A13	chr1:S100A13:t:153626533	t	153626533	1:153626533-153627138:-	1	153626533	153627138	-	131.3	0.162	0.1	0.122	-0.039	-0.083	-0.0324	ols_slope	0.377197948276798	0.9150517798418184	0	0	0.175	0.222	0.071	0.172	0.114	0.0	0.073	0.0	0.201	154	153	126	134	167	121	109	59	159
cadm1_dose		chr20:NOP56:s:2656214|20:2656214-2656400:+	NOP56	chr20:NOP56:s:2656214	s	2656214	20:2656214-2656400:+	20	2656214	2656400	+	128.9	0.807	0.684	0.768	-0.039	-0.026	-0.008	ols_slope	0.8651275405013367	0.983758434534779	0	0	0.795	0.912	0.743	0.571	0.726	0.761	0.688	0.825	0.889	127	102	144	154	117	163	173	126	54
cadm1_dose		chr1:FAAP20:t:2189781|1:2189781-2193638:-	FAAP20	chr1:FAAP20:t:2189781	t	2189781	1:2189781-2193638:-	1	2189781	2193638	-	108.8	0.892	0.917	0.852	-0.039	-0.078	0.0023	ols_slope	0.9485136869176389	0.9852858398157701	0	0	0.71	0.88	0.98	0.924	0.878	0.936	0.832	0.906	0.845	62	166	150	145	82	110	101	53	110
cadm1_dose		chr11:AKIP1:s:8911671|11:8911671-8914825:+	AKIP1	chr11:AKIP1:s:8911671	s	8911671	11:8911671-8914825:+	11	8911671	8914825	+	100.3	0.587	0.528	0.547	-0.04	-0.047	-0.015	ols_slope	0.7417996337723595	0.983758434534779	0	0	0.478	0.662	0.582	0.472	0.377	0.687	0.618	0.523	0.49	90	139	158	72	61	83	110	86	104
cadm1_dose		chr17:ARHGDIA:t:81869957|17:81869957-81870635:-	ARHGDIA	chr17:ARHGDIA:t:81869957	t	81869957	17:81869957-81870635:-	17	81869957	81870635	-	148.4	0.355	0.244	0.315	-0.04	0.039	-0.0115	ols_slope	0.806887271707521	0.983758434534779	0	0	0.388	0.354	0.331	0.388	0.132	0.147	0.427	0.294	0.283	183	175	242	134	91	95	82	136	198
cadm1_dose		chr11:AAMDC:s:77821241|11:77821241-77841018:+	AAMDC	chr11:AAMDC:s:77821241	s	77821241	11:77821241-77841018:+	11	77821241	77841018	+	139.8	0.153	0.133	0.112	-0.041	-0.035	-0.0116	ols_slope	0.7480474158850609	0.983758434534779	1	0	0.236	0.065	0.172	0.114	0.132	0.154	0.06	0.058	0.286	89	123	174	105	182	104	248	121	112
cadm1_dose		chr12:TDG:s:103966060|12:103966060-103976917:+	TDG	chr12:TDG:s:103966060	s	103966060	12:103966060-103976917:+	12	103966060	103976917	+	113.6	0.769	0.815	0.729	-0.041	-0.122	-0.0231	ols_slope	0.5693954244782552	0.983758434534779	0	0	0.859	0.684	0.804	0.805	0.798	0.879	0.705	0.624	0.879	85	133	107	159	119	58	129	125	107
cadm1_dose		chr1:MICOS10-NBL1:t:19623473|1:19622147-19623473:+	MICOS10-NBL1	chr1:MICOS10-NBL1:t:19623473	t	19623473	1:19622147-19623473:+	1	19622147	19623473	+	102.2	0.903	0.947	0.862	-0.041	-0.056	-0.0224	ols_slope	0.5878852939052663	0.983758434534779	0	0	0.871	0.987	0.84	0.93	0.942	0.984	0.968	0.695	0.9	70	149	162	114	86	63	94	82	100
cadm1_dose		chr13:TFDP1:t:113640119|13:113637896-113640119:+	TFDP1	chr13:TFDP1:t:113640119	t	113640119	13:113637896-113640119:+	13	113637896	113640119	+	141.2	0.806	0.839	0.764	-0.041	-0.056	-0.0148	ols_slope	0.722852469756441	0.983758434534779	0	0	0.769	0.703	0.906	0.735	0.92	0.938	0.768	0.814	0.708	117	145	191	196	176	64	112	140	130
cadm1_dose		chr14:ACIN1:t:23066008|14:23066008-23067313:-	ACIN1	chr14:ACIN1:t:23066008	t	23066008	14:23066008-23067313:-	14	23066008	23067313	-	101.4	0.084	0.219	0.043	-0.041	-0.008	-0.0197	ols_slope	0.6346720178521716	0.983758434534779	0	0	0.083	0.096	0.073	0.194	0.321	0.11	0.035	0.021	0.079	120	104	96	98	112	82	115	97	89
cadm1_dose		chr10:STK32C:s:132331435|10:132324373-132331435:-	STK32C	chr10:STK32C:s:132331435	s	132331435	10:132324373-132331435:-	10	132324373	132331435	-	164.0	0.2	0.239	0.157	-0.042	-0.068	-0.0175	ols_slope	0.6374201056915915	0.983758434534779	0	0	0.151	0.192	0.24	0.298	0.32	0.083	0.213	0.087	0.177	146	172	208	242	125	157	136	149	141
cadm1_dose		chr1:MRPL24:t:156738764|1:156738764-156741011:-	MRPL24	chr1:MRPL24:t:156738764	t	156738764	1:156738764-156741011:-	1	156738764	156741011	-	207.4	0.7	0.677	0.657	-0.043	-0.006	-0.0294	ols_slope	0.3819524170321876	0.9150517798418184	1	0	0.675	0.69	0.73	0.788	0.575	0.659	0.553	0.736	0.63	194	184	222	203	186	214	199	311	154
cadm1_dose		chr19:AKAP8:t:15368322|19:15368322-15370145:-	AKAP8	chr19:AKAP8:t:15368322	t	15368322	19:15368322-15370145:-	19	15368322	15370145	-	102.3	0.946	0.893	0.901	-0.045	-0.049	-0.0363	ols_slope	0.35706118044240587	0.9150517798418184	0	0	0.909	0.977	0.94	0.879	0.93	0.831	0.691	0.978	0.94	99	131	84	91	171	83	55	91	116
cadm1_dose		chr1:ENSG00000233461:t:231522637|1:231522637-231528419:-	ENSG00000233461	chr1:ENSG00000233461:t:231522637	t	231522637	1:231522637-231528419:-	1	231522637	231528419	-	164.6	0.244	0.21	0.199	-0.045	-0.056	-0.0113	ols_slope	0.792334519746788	0.983758434534779	1	0	0.039	0.315	0.333	0.174	0.215	0.244	0.142	0.305	0.172	129	216	126	178	144	160	197	151	180
cadm1_dose		chr19:UBL5:t:9828326|19:9828064-9828326:+	UBL5	chr19:UBL5:t:9828326	t	9828326	19:9828064-9828326:+	19	9828064	9828326	+	188.0	0.288	0.241	0.242	-0.045	0.006	-0.0183	ols_slope	0.6056528190313031	0.983758434534779	0	0	0.277	0.298	0.279	0.331	0.263	0.087	0.161	0.32	0.263	166	352	201	166	186	126	186	153	156
cadm1_dose		chr19:PRKCSH:t:11447692|19:11447597-11447692:+	PRKCSH	chr19:PRKCSH:t:11447692	t	11447692	19:11447597-11447692:+	19	11447597	11447692	+	115.4	0.6	0.627	0.554	-0.045	-0.065	-0.0233	ols_slope	0.5927648136307667	0.983758434534779	0	0	0.667	0.496	0.635	0.706	0.593	0.525	0.615	0.646	0.396	84	123	200	126	113	61	91	130	111
cadm1_dose		chr19:ELAVL1:t:7963807|19:7963807-7967564:-	ELAVL1	chr19:ELAVL1:t:7963807	t	7963807	19:7963807-7967564:-	19	7963807	7967564	-	111.6	0.798	0.864	0.752	-0.046	-0.092	-0.0227	ols_slope	0.5633908021736603	0.983758434534779	0	0	0.689	0.827	0.853	0.811	0.947	0.771	0.825	0.754	0.654	103	104	150	106	190	109	103	61	78
cadm1_dose		chr6:RPP21:t:30346712|6:30346557-30346712:+	RPP21	chr6:RPP21:t:30346712	t	30346712	6:30346557-30346712:+	6	30346557	30346712	+	110.1	0.937	0.879	0.89	-0.047	-0.027	-0.0092	ols_slope	0.7912107083351866	0.983758434534779	0	0	0.922	0.957	0.93	0.77	0.977	0.921	1.0	0.949	0.805	103	116	100	152	130	89	74	78	149
cadm1_dose		chr15:MRPS11:s:88467782|15:88467782-88467910:+	MRPS11	chr15:MRPS11:s:88467782	s	88467782	15:88467782-88467910:+	15	88467782	88467910	+	121.1	0.35	0.318	0.302	-0.048	-0.017	-0.0222	ols_slope	0.586518309224265	0.983758434534779	1	0	0.432	0.438	0.178	0.303	0.265	0.412	0.299	0.372	0.244	125	169	146	119	136	97	134	78	86
cadm1_dose		chr19:RNF126:t:650296|19:650296-651610:-	RNF126	chr19:RNF126:t:650296	t	650296	19:650296-651610:-	19	650296	651610	-	108.7	0.889	0.878	0.84	-0.049	-0.013	-0.0319	ols_slope	0.3356909689147539	0.9150517798418184	1	0	0.957	0.82	0.918	0.933	0.756	0.918	0.855	0.895	0.753	116	172	134	119	90	110	69	95	73
cadm1_dose		chr7:AIMP2:s:6009498|7:6009498-6015145:+	AIMP2	chr7:AIMP2:s:6009498	s	6009498	7:6009498-6015145:+	7	6009498	6015145	+	124.7	0.923	0.873	0.874	-0.049	-0.029	-0.0275	ols_slope	0.41150725657115134	0.9378044304170918	0	0	0.983	0.901	0.889	0.768	0.969	0.961	0.924	0.897	0.787	118	152	108	203	129	102	119	97	94
cadm1_dose		chr17:ANAPC11:t:81893551|17:81891833-81893551:+	ANAPC11	chr17:ANAPC11:t:81893551	t	81893551	17:81891833-81893551:+	17	81891833	81893551	+	125.6	0.291	0.349	0.242	-0.049	-0.027	-0.0227	ols_slope	0.5720057938337489	0.983758434534779	0	0	0.255	0.238	0.354	0.243	0.415	0.444	0.303	0.219	0.189	98	181	206	140	123	72	119	96	95
cadm1_dose		chr18:TXNL4A:s:79988239|18:79973856-79988239:-	TXNL4A	chr18:TXNL4A:s:79988239	s	79988239	18:79973856-79988239:-	18	79973856	79988239	-	220.8	0.453	0.511	0.404	-0.05	-0.061	-0.026	ols_slope	0.4522957535686234	0.9553558989835146	0	0	0.476	0.515	0.381	0.415	0.498	0.615	0.429	0.426	0.361	275	270	315	159	217	174	163	209	205
cadm1_dose		chr16:SH2B1:t:28873169|16:28872758-28873169:+	SH2B1	chr16:SH2B1:t:28873169	t	28873169	16:28872758-28873169:+	16	28872758	28873169	+	152.7	0.242	0.31	0.192	-0.05	-0.027	-0.0249	ols_slope	0.4627505135701399	0.9553558989835146	0	0	0.311	0.264	0.165	0.263	0.378	0.289	0.158	0.157	0.276	167	129	188	118	143	197	184	121	127
cadm1_dose		chr9:CDKN2A:t:21971208|9:21971208-21974677:-	CDKN2A	chr9:CDKN2A:t:21971208	t	21971208	9:21971208-21974677:-	9	21971208	21974677	-	175.6	0.414	0.467	0.364	-0.05	-0.054	-0.0325	ols_slope	0.4418306933250639	0.9553558989835146	0	0	0.513	0.386	0.345	0.381	0.52	0.539	0.398	0.41	0.242	187	251	171	194	175	102	176	200	124
