contrast	rank	junction_id	gene	lsv	side	anchor	junction	chrom	start	end	strand	mean_lsv_total	psi_ctl	psi_mid	psi_treated	dpsi	dpsi_dedup	slope	test	p	padj	consistent	hit	psi_Hek_control_1	psi_Hek_control_2	psi_Hek_control_3	psi_Ris_dose_25mM-1	psi_Ris_dose_25mM-2	psi_Ris_dose_25mM-3	n_Hek_control_1	n_Hek_control_2	n_Hek_control_3	n_Ris_dose_25mM-1	n_Ris_dose_25mM-2	n_Ris_dose_25mM-3
ris_low		chr19:UBA52:t:18573292|19:18571909-18573292:+	UBA52	chr19:UBA52:t:18573292	t	18573292	19:18571909-18573292:+	19	18571909	18573292	+	171.8	0.478		0.412	-0.067	-0.054		welch	0.5866373649880474	0.9646329354635802	0	0	0.542	0.452	0.462	0.316	0.629	0.303	153	208	262	98	132	178
ris_low		chr9:DMAC1:t:7798637|9:7798637-7799460:-	DMAC1	chr9:DMAC1:t:7798637	t	7798637	9:7798637-7799460:-	9	7798637	7799460	-	221.3	0.892		0.825	-0.067	-0.035		welch	0.2603106828237674	0.9646329354635802	0	0	0.926	0.905	0.85	0.818	0.674	0.893	242	231	260	258	95	242
ris_low		chr5:TCOF1:s:150369602|5:150369602-150372005:+	TCOF1	chr5:TCOF1:s:150369602	s	150369602	5:150369602-150372005:+	5	150369602	150372005	+	102.7	0.787		0.72	-0.067	-0.059		welch	0.8448145933538755	0.9791561399089092	0	0	0.882	0.722	0.777	0.685	1.0	0.613	110	144	112	108	49	93
ris_low		chr7:POLR2J:t:102474535|7:102474535-102476180:-	POLR2J	chr7:POLR2J:t:102474535	t	102474535	7:102474535-102476180:-	7	102474535	102476180	-	129.5	0.956		0.887	-0.068	-0.044		welch	0.44953112624144964	0.9646329354635802	0	0	0.9	0.979	0.958	0.946	0.6	0.961	90	195	120	147	70	155
ris_low		chr16:RHOT2:s:668411|16:668411-668487:+	RHOT2	chr16:RHOT2:s:668411	s	668411	16:668411-668487:+	16	668411	668487	+	124.8	0.906		0.837	-0.069	-0.086		welch	0.2696159857284702	0.9646329354635802	0	0	0.979	0.901	0.878	0.922	0.85	0.737	97	141	229	103	80	99
ris_low		chr19:RAD23A:s:12949159|19:12949159-12949277:+	RAD23A	chr19:RAD23A:s:12949159	s	12949159	19:12949159-12949277:+	19	12949159	12949277	+	166.5	0.399		0.33	-0.069	-0.095		welch	0.49577942430323346	0.9646329354635802	0	0	0.608	0.314	0.405	0.271	0.509	0.286	79	210	237	192	106	175
ris_low		chr19:ERCC1:s:45416820|19:45413745-45416820:-	ERCC1	chr19:ERCC1:s:45416820	s	45416820	19:45413745-45416820:-	19	45413745	45416820	-	100.3	0.132		0.062	-0.07	-0.07		welch	0.443089822477508	0.9646329354635802	0	0	0.139	0.169	0.081	0.0	0.0	0.198	79	118	99	106	104	96
ris_low		chrX:UPF3B:s:119841075|X:119840684-119841075:-	UPF3B	chrX:UPF3B:s:119841075	s	119841075	X:119840684-119841075:-	X	119840684	119841075	-	110.8	0.15		0.081	-0.07	-0.048		welch	0.6490047861811038	0.9646329354635802	0	0	0.222	0.138	0.101	0.022	0.25	0.071	81	123	89	134	56	182
ris_low		chr17:ARHGDIA:t:81869957|17:81869957-81870635:-	ARHGDIA	chr17:ARHGDIA:t:81869957	t	81869957	17:81869957-81870635:-	17	81869957	81870635	-	189.5	0.355		0.285	-0.07	0.05		welch	0.28413491944579516	0.9646329354635802	0	0	0.388	0.354	0.331	0.39	0.198	0.228	183	175	242	213	131	193
ris_low		chr19:SMARCA4:s:11041560|19:11041560-11058257:+	SMARCA4	chr19:SMARCA4:s:11041560	s	11041560	19:11041560-11058257:+	19	11041560	11058257	+	344.3	0.322		0.251	-0.071	-0.041		welch	0.6219196011830118	0.9646329354635802	0	0	0.425	0.265	0.272	0.243	0.39	0.205	379	347	390	424	146	380
ris_low		chr16:RPS15A:t:18789118|16:18789118-18789896:-	RPS15A	chr16:RPS15A:t:18789118	t	18789118	16:18789118-18789896:-	16	18789118	18789896	-	171.3	0.285		0.209	-0.075	-0.028		welch	0.41446740808413446	0.9646329354635802	0	0	0.18	0.26	0.372	0.278	0.081	0.231	133	269	234	133	99	160
ris_low		chr16:TNRC6A:t:24750725|16:24730300-24750725:+	TNRC6A	chr16:TNRC6A:t:24750725	t	24750725	16:24730300-24750725:+	16	24730300	24750725	+	104.5	0.776		0.701	-0.075	-0.044		welch	0.4121527790565314	0.9646329354635802	0	0	0.663	0.824	0.835	0.767	0.546	0.757	92	85	109	129	97	115
ris_low		chr4:PCGF3:s:731110|4:731110-732399:+	PCGF3	chr4:PCGF3:s:731110	s	731110	4:731110-732399:+	4	731110	732399	+	150.2	0.187		0.111	-0.076	-0.05		welch	0.4172070555417741	0.9646329354635802	0	0	0.431	0.045	0.224	0.155	0.148	0.056	72	176	201	142	115	195
ris_low		chr11:ANAPC15:t:72111286|11:72111286-72111441:-	ANAPC15	chr11:ANAPC15:t:72111286	t	72111286	11:72111286-72111441:-	11	72111286	72111441	-	154.2	0.203		0.127	-0.076	-0.045		welch	0.4642204148085307	0.9646329354635802	0	0	0.073	0.216	0.325	0.055	0.173	0.177	165	204	154	163	81	158
ris_low		chr11:MDK:t:46382056|11:46381758-46382056:+	MDK	chr11:MDK:t:46382056	t	46382056	11:46381758-46382056:+	11	46381758	46382056	+	177.3	0.87		0.793	-0.077	-0.009		welch	0.43809728026095623	0.9646329354635802	0	0	0.881	0.824	0.901	0.693	0.791	0.925	109	222	284	176	139	134
ris_low		chr12:SFSWAP:t:131766117|12:131764686-131766117:+	SFSWAP	chr12:SFSWAP:t:131766117	t	131766117	12:131764686-131766117:+	12	131764686	131766117	+	166.2	0.693		0.616	-0.077	-0.002		welch	0.4210562805983122	0.9646329354635802	0	0	0.721	0.755	0.576	0.519	0.611	0.713	219	229	177	158	54	160
ris_low		chr16:CARMIL2:t:67657238|16:67656881-67657238:+	CARMIL2	chr16:CARMIL2:t:67657238	t	67657238	16:67656881-67657238:+	16	67656881	67657238	+	166.0	0.259		0.182	-0.077	-0.105		welch	0.3113270850489243	0.9646329354635802	0	0	0.306	0.138	0.345	0.234	0.088	0.195	170	203	194	137	102	190
ris_low		chr17:CEP131:t:81192593|17:81192593-81193925:-	CEP131	chr17:CEP131:t:81192593	t	81192593	17:81192593-81193925:-	17	81192593	81193925	-	174.5	0.28		0.203	-0.077	-0.098		welch	0.48886080714418656	0.9646329354635802	0	0	0.405	0.164	0.276	0.201	0.328	0.095	158	165	181	284	122	137
ris_low		chr3:ALG3:s:184244600|3:184243996-184244600:-	ALG3	chr3:ALG3:s:184244600	s	184244600	3:184243996-184244600:-	3	184243996	184244600	-	117.3	0.876		0.799	-0.077	0.003		welch	0.6652572324580305	0.9693309269035708	0	0	0.854	0.913	0.865	0.622	1.0	0.843	212	149	74	74	29	166
ris_low		chr19:SUPT5H:s:39445637|19:39445637-39445803:+	SUPT5H	chr19:SUPT5H:s:39445637	s	39445637	19:39445637-39445803:+	19	39445637	39445803	+	161.5	0.933		0.855	-0.078	-0.051		welch	0.5754365542158134	0.9646329354635802	0	0	0.933	0.92	0.951	0.913	1.0	0.735	120	225	162	196	77	189
ris_low		chrX:CDK16:s:47219105|X:47219105-47223551:+	CDK16	chrX:CDK16:s:47219105	s	47219105	X:47219105-47223551:+	X	47219105	47223551	+	112.5	0.924		0.846	-0.078	-0.083		welch	0.5307034770479971	0.9646329354635802	0	0	0.833	1.0	0.929	0.723	0.975	0.881	108	118	156	112	80	101
ris_low		chrX:CCNQ:s:153592505|X:153588394-153592505:-	CCNQ	chrX:CCNQ:s:153592505	s	153592505	X:153588394-153592505:-	X	153588394	153592505	-	105.0	0.458		0.378	-0.08	-0.092		welch	0.5156789165852856	0.9646329354635802	0	0	0.278	0.469	0.555	0.362	0.317	0.425	72	143	119	116	60	120
ris_low		chrX:MECP2:t:154032557|X:154032557-154097603:-	MECP2	chrX:MECP2:t:154032557	t	154032557	X:154032557-154097603:-	X	154032557	154097603	-	165.0	0.472		0.392	-0.08	-0.101		welch	0.3315883681801931	0.9646329354635802	0	0	0.617	0.328	0.52	0.414	0.314	0.412	115	183	200	186	102	204
ris_low		chr16:RNPS1:s:2268054|16:2264331-2268054:-	RNPS1	chr16:RNPS1:s:2268054	s	2268054	16:2264331-2268054:-	16	2264331	2268054	-	153.2	0.278		0.197	-0.081	-0.064		welch	0.304028037056029	0.9646329354635802	0	0	0.182	0.296	0.333	0.118	0.263	0.211	148	196	195	119	114	147
ris_low		chr1:POLR3GL:t:145977482|1:145975436-145977482:+	POLR3GL	chr1:POLR3GL:t:145977482	t	145977482	1:145975436-145977482:+	1	145975436	145977482	+	151.2	0.286		0.203	-0.082	-0.069		welch	0.5598355659918745	0.9646329354635802	0	0	0.354	0.348	0.152	0.195	0.333	0.163	175	164	165	190	60	153
ris_low		chr9:FUBP3:s:130632278|9:130632278-130634666:+	FUBP3	chr9:FUBP3:s:130632278	s	130632278	9:130632278-130634666:+	9	130632278	130634666	+	103.7	0.876		0.793	-0.083	-0.09		welch	0.3443745678132975	0.9646329354635802	0	0	0.87	0.868	0.886	0.633	0.8	0.902	77	121	158	98	25	143
ris_low		chr12:SCAF11:t:45964188|12:45964188-45990352:-	SCAF11	chr12:SCAF11:t:45964188	t	45964188	12:45964188-45990352:-	12	45964188	45990352	-	142.2	0.929		0.845	-0.084	-0.074		welch	0.40803262265089685	0.9646329354635802	0	0	0.877	0.945	0.956	0.761	0.981	0.831	122	164	136	142	106	183
ris_low		chr17:RPL19:t:39202993|17:39202443-39202993:+	RPL19	chr17:RPL19:t:39202993	t	39202993	17:39202443-39202993:+	17	39202443	39202993	+	138.7	0.963		0.878	-0.085	-0.008		welch	0.4484540099874812	0.9646329354635802	0	0	0.98	0.946	0.966	0.778	1.0	0.93	148	166	148	162	80	128
ris_low		chr6:PFDN6:t:33289769|6:33289620-33289769:+	PFDN6	chr6:PFDN6:t:33289769	t	33289769	6:33289620-33289769:+	6	33289620	33289769	+	219.2	0.656		0.57	-0.086	-0.085		welch	0.2081623890590545	0.9646329354635802	0	0	0.658	0.649	0.665	0.651	0.459	0.557	196	322	236	218	133	210
ris_low		chr10:FRA10AC1:t:93700106|10:93700106-93702374:-	FRA10AC1	chr10:FRA10AC1:t:93700106	t	93700106	10:93700106-93702374:-	10	93700106	93702374	-	102.5	0.962		0.876	-0.087	-0.074		welch	0.27648067054858566	0.9646329354635802	0	0	1.0	0.918	1.0	0.81	1.0	0.851	76	134	83	105	83	134
ris_low		chr16:VKORC1:t:31091342|16:31091342-31093311:-	VKORC1	chr16:VKORC1:t:31091342	t	31091342	16:31091342-31093311:-	16	31091342	31093311	-	111.5	0.461		0.374	-0.087	-0.106		welch	0.5092680595255902	0.9646329354635802	0	0	0.326	0.636	0.385	0.292	0.34	0.472	89	121	122	106	106	125
ris_low		chr2:ITGB1BP1:t:9418732|2:9418732-9423372:-	ITGB1BP1	chr2:ITGB1BP1:t:9418732	t	9418732	2:9418732-9423372:-	2	9418732	9423372	-	112.0	0.83		0.741	-0.088	-0.11		welch	0.2457466634963599	0.9646329354635802	0	0	0.828	0.836	0.823	0.734	0.597	0.828	87	171	124	79	77	134
ris_low		chr21:SLX9:t:44960099|21:44943837-44960099:+	SLX9	chr21:SLX9:t:44960099	t	44960099	21:44943837-44960099:+	21	44943837	44960099	+	293.5	0.629		0.541	-0.088	-0.088		welch	0.48168273360084907	0.9646329354635802	0	0	0.565	0.608	0.674	0.57	0.667	0.421	207	319	439	293	213	290
ris_low		chr1:POLR3GL:s:145975436|1:145975436-145977482:+	POLR3GL	chr1:POLR3GL:s:145975436	s	145975436	1:145975436-145977482:+	1	145975436	145977482	+	107.2	0.389		0.3	-0.089	-0.046		welch	0.5712135248523962	0.9646329354635802	0	0	0.466	0.442	0.231	0.287	0.426	0.258	133	129	108	129	47	97
ris_low		chr16:FLYWCH2:t:2896351|16:2895320-2896351:+	FLYWCH2	chr16:FLYWCH2:t:2896351	t	2896351	16:2895320-2896351:+	16	2895320	2896351	+	102.5	0.859		0.767	-0.092	-0.059		welch	0.44862821585550217	0.9646329354635802	0	0	0.975	0.667	0.951	0.907	0.709	0.662	79	105	122	107	134	68
ris_low		chr3:FAM162A:s:122384299|3:122384299-122402759:+	FAM162A	chr3:FAM162A:s:122384299	s	122384299	3:122384299-122402759:+	3	122384299	122402759	+	103.2	0.974		0.881	-0.093	-0.13		welch	0.08640092739418312	0.9646329354635802	1	0	0.971	1.0	0.959	0.887	0.784	0.912	104	82	122	124	51	136
ris_low		chr6:RNF8:s:37371574|6:37371574-37376925:+	RNF8	chr6:RNF8:s:37371574	s	37371574	6:37371574-37376925:+	6	37371574	37376925	+	152.8	0.192		0.099	-0.093	-0.027		welch	0.3641291540773324	0.9646329354635802	0	0	0.19	0.054	0.335	0.083	0.089	0.124	147	166	161	192	90	161
ris_low		chr17:AURKB:s:8210529|17:8210249-8210529:-	AURKB	chr17:AURKB:s:8210529	s	8210529	17:8210249-8210529:-	17	8210249	8210529	-	104.7	0.601		0.507	-0.094	-0.059		welch	0.3841172480445403	0.9646329354635802	0	0	0.629	0.641	0.565	0.508	0.667	0.417	97	78	161	124	60	108
ris_low		chr20:EIF6:s:35284175|20:35280829-35284175:-	EIF6	chr20:EIF6:s:35284175	s	35284175	20:35280829-35284175:-	20	35280829	35284175	-	118.7	0.794		0.698	-0.096	-0.074		welch	0.4382236266261025	0.9646329354635802	0	0	0.782	0.774	0.822	0.64	0.857	0.691	101	137	146	136	56	136
ris_low		chr9:NTMT1:s:129626295|9:129626295-129634053:+	NTMT1	chr9:NTMT1:s:129626295	s	129626295	9:129626295-129634053:+	9	129626295	129634053	+	111.0	0.25		0.154	-0.096	-0.022		welch	0.4680663853073122	0.9646329354635802	0	0	0.161	0.392	0.144	0.044	0.277	0.122	87	148	125	113	119	74
ris_low		chr2:BOLA3:t:74135658|2:74135658-74145188:-	BOLA3	chr2:BOLA3:t:74135658	t	74135658	2:74135658-74145188:-	2	74135658	74145188	-	169.0	0.702		0.605	-0.097	-0.038		welch	0.19415780313608152	0.9646329354635802	1	0	0.842	0.647	0.671	0.631	0.591	0.589	139	255	167	168	93	192
ris_low		chr9:NTMT1:t:129634053|9:129626295-129634053:+	NTMT1	chr9:NTMT1:t:129634053	t	129634053	9:129626295-129634053:+	9	129626295	129634053	+	118.5	0.239		0.14	-0.099	-0.026		welch	0.6280659498080908	0.9646329354635802	0	0	0.126	0.354	0.178	0.041	0.351	0.076	111	164	101	123	94	118
ris_low		chr1:FDPS:s:155319688|1:155319688-155319793:+	FDPS	chr1:FDPS:s:155319688	s	155319688	1:155319688-155319793:+	1	155319688	155319793	+	241.3	0.91		0.81	-0.1	-0.094		welch	0.08013824166421511	0.9646329354635802	1	0	0.898	0.892	0.951	0.869	0.731	0.787	244	369	244	251	119	221
ris_low		chr10:ANAPC16:s:72216138|10:72216138-72230365:+	ANAPC16	chr10:ANAPC16:s:72216138	s	72216138	10:72216138-72230365:+	10	72216138	72230365	+	157.7	0.245		0.145	-0.1	-0.071		welch	0.22111237929103636	0.9646329354635802	0	0	0.274	0.283	0.187	0.254	0.133	0.048	175	173	198	142	113	145
ris_low		chr14:NDUFB1:s:92121641|14:92117642-92121641:-	NDUFB1	chr14:NDUFB1:s:92121641	s	92121641	14:92117642-92121641:-	14	92117642	92121641	-	106.8	0.959		0.86	-0.1	-0.063		welch	0.20375779756818216	0.9646329354635802	0	0	1.0	0.961	0.935	0.95	0.73	0.865	98	103	169	101	74	96
ris_low		chr14:ACIN1:s:23065965|14:23064488-23065965:-	ACIN1	chr14:ACIN1:s:23065965	s	23065965	14:23064488-23065965:-	14	23064488	23065965	-	192.5	0.807		0.707	-0.101	-0.045		welch	0.19503449789067112	0.9646329354635802	0	0	0.884	0.702	0.869	0.723	0.716	0.685	181	262	221	206	88	197
ris_low		chr2:PPP1R7:s:241166441|2:241166441-241167044:+	PPP1R7	chr2:PPP1R7:s:241166441	s	241166441	2:241166441-241167044:+	2	241166441	241167044	+	173.3	0.786		0.685	-0.101	-0.109		welch	0.1768996022807775	0.9646329354635802	0	0	0.704	0.783	0.865	0.637	0.748	0.682	169	207	185	179	143	157
ris_low		chr17:SAT2:t:7626793|17:7626793-7627142:-	SAT2	chr17:SAT2:t:7626793	t	7626793	17:7626793-7627142:-	17	7626793	7627142	-	154.5	0.824		0.723	-0.101	-0.087		welch	0.3313725528347878	0.9646329354635802	0	0	0.706	0.834	0.886	0.645	0.809	0.736	109	187	176	141	94	220
ris_low		chr11:SF1:s:64766899|11:64765518-64766899:-	SF1	chr11:SF1:s:64766899	s	64766899	11:64765518-64766899:-	11	64765518	64766899	-	130.7	0.74		0.639	-0.102	-0.082		welch	0.38307367422693106	0.9646329354635802	0	0	0.661	0.842	0.704	0.714	0.712	0.563	118	146	152	119	66	183
ris_low		chr9:PRPF4:s:113275770|9:113275770-113276544:+	PRPF4	chr9:PRPF4:s:113275770	s	113275770	9:113275770-113276544:+	9	113275770	113276544	+	151.3	0.215		0.112	-0.103	-0.035		welch	0.11753649814564655	0.9646329354635802	0	0	0.238	0.161	0.306	0.078	0.2	0.083	130	310	147	103	85	133
ris_low		chr13:TFDP1:t:113640119|13:113637896-113640119:+	TFDP1	chr13:TFDP1:t:113640119	t	113640119	13:113637896-113640119:+	13	113637896	113640119	+	141.7	0.806		0.703	-0.103	-0.087		welch	0.5232051092561728	0.9646329354635802	0	0	0.769	0.703	0.906	0.738	0.854	0.574	117	145	191	160	89	148
ris_low		chr3:RPL14:t:40457889|3:40457363-40457889:+	RPL14	chr3:RPL14:t:40457889	t	40457889	3:40457363-40457889:+	3	40457363	40457889	+	233.2	0.912		0.809	-0.103	-0.087		welch	0.1463832427574952	0.9646329354635802	1	0	0.896	0.938	0.898	0.745	0.718	0.896	260	323	303	212	71	230
ris_low		chr15:COMMD4:s:75339344|15:75339344-75339701:+	COMMD4	chr15:COMMD4:s:75339344	s	75339344	15:75339344-75339701:+	15	75339344	75339701	+	221.0	0.664		0.56	-0.104	-0.041		welch	0.18949526888035476	0.9646329354635802	1	0	0.711	0.669	0.641	0.603	0.431	0.63	128	302	312	184	181	219
ris_low		chr16:PSMB10:t:67934948|16:67934948-67935419:-	PSMB10	chr16:PSMB10:t:67934948	t	67934948	16:67934948-67935419:-	16	67934948	67935419	-	137.2	0.805		0.701	-0.105	-0.139		welch	0.22752385660979713	0.9646329354635802	1	0	0.817	0.79	0.805	0.758	0.771	0.599	191	143	118	120	109	142
ris_low		chr20:NOP56:t:2656400|20:2656034-2656400:+	NOP56	chr20:NOP56:t:2656400	t	2656400	20:2656034-2656400:+	20	2656034	2656400	+	122.0	0.28		0.174	-0.105	-0.043		welch	0.42612406041397405	0.9646329354635802	0	0	0.198	0.368	0.257	0.214	0.306	0.089	126	152	144	126	49	135
ris_low		chr19:PRKCSH:t:11447692|19:11447597-11447692:+	PRKCSH	chr19:PRKCSH:t:11447692	t	11447692	19:11447597-11447692:+	19	11447597	11447692	+	119.8	0.6		0.494	-0.106	-0.06		welch	0.27465358067894563	0.9646329354635802	0	0	0.667	0.496	0.635	0.527	0.584	0.389	84	123	200	110	89	113
ris_low		chr5:RPL26L1:t:172959864|5:172959007-172959864:+	RPL26L1	chr5:RPL26L1:t:172959864	t	172959864	5:172959007-172959864:+	5	172959007	172959864	+	161.5	0.5		0.393	-0.107	-0.04		welch	0.1847247419177075	0.9646329354635802	0	0	0.562	0.594	0.37	0.411	0.311	0.399	130	155	173	197	61	253
ris_low		chr1:RPL22:t:6197756|1:6197756-6199369:-	RPL22	chr1:RPL22:t:6197756	t	6197756	1:6197756-6199369:-	1	6197756	6199369	-	282.0	0.174		0.066	-0.108	-0.057		welch	0.18663216308869082	0.9646329354635802	1	0	0.077	0.263	0.176	0.067	0.067	0.065	311	331	323	270	194	263
ris_low		chr1:PABPC4:t:39570002|1:39570002-39571233:-	PABPC4	chr1:PABPC4:t:39570002	t	39570002	1:39570002-39571233:-	1	39570002	39571233	-	140.2	0.734		0.626	-0.108	-0.083		welch	0.4777852954629484	0.9646329354635802	0	0	0.701	0.577	0.905	0.504	0.66	0.739	127	215	221	117	50	111
ris_low		chrX:PQBP1:t:48898491|X:48898014-48898491:+	PQBP1	chrX:PQBP1:t:48898491	t	48898491	X:48898014-48898491:+	X	48898014	48898491	+	108.2	0.493		0.385	-0.108	-0.118		welch	0.17029224898349415	0.9646329354635802	0	0	0.55	0.419	0.543	0.481	0.2	0.338	100	148	105	131	35	130
ris_low		chr7:BUD31:t:99410033|7:99409004-99410033:+	BUD31	chr7:BUD31:t:99410033	t	99410033	7:99409004-99410033:+	7	99409004	99410033	+	278.7	0.626		0.517	-0.109	-0.073		welch	0.24254278719389355	0.9646329354635802	0	0	0.737	0.555	0.649	0.629	0.335	0.543	217	434	302	248	191	280
ris_low		chr17:CHD3:s:7907488|17:7907488-7907893:+	CHD3	chr17:CHD3:s:7907488	s	7907488	17:7907488-7907893:+	17	7907488	7907893	+	139.7	0.274		0.164	-0.11	-0.068		welch	0.1575020151359945	0.9646329354635802	0	0	0.38	0.188	0.29	0.136	0.2	0.169	100	170	238	118	70	142
ris_low		chr15:MRPS11:s:88467782|15:88467782-88467910:+	MRPS11	chr15:MRPS11:s:88467782	s	88467782	15:88467782-88467910:+	15	88467782	88467910	+	120.3	0.35		0.238	-0.112	-0.152		welch	0.43309088058393774	0.9646329354635802	0	0	0.432	0.438	0.178	0.124	0.411	0.195	125	169	146	105	90	87
ris_low		chr16:TRAPPC2L:s:88859972|16:88859972-88860913:+	TRAPPC2L	chr16:TRAPPC2L:s:88859972	s	88859972	16:88859972-88860913:+	16	88859972	88860913	+	110.7	0.656		0.544	-0.112	-0.092		welch	0.29933323144977403	0.9646329354635802	0	0	0.542	0.689	0.656	0.648	0.517	0.478	48	167	186	88	60	115
ris_low		chr17:DUS1L:s:82058780|17:82058416-82058780:-	DUS1L	chr17:DUS1L:s:82058780	s	82058780	17:82058416-82058780:-	17	82058416	82058780	-	152.3	0.909		0.797	-0.112	-0.044		welch	0.28975346639270144	0.9646329354635802	0	0	0.908	0.957	0.863	0.894	0.865	0.675	130	185	190	151	89	169
ris_low		chr19:CHMP2A:t:58554236|19:58554236-58554987:-	CHMP2A	chr19:CHMP2A:t:58554236	t	58554236	19:58554236-58554987:-	19	58554236	58554987	-	131.8	0.948		0.833	-0.115	-0.104		welch	0.08863239727469217	0.9646329354635802	0	0	1.0	0.972	0.867	0.871	0.759	0.85	146	212	158	116	79	80
ris_low		chr10:NOLC1:t:102159432|10:102159338-102159432:+	NOLC1	chr10:NOLC1:t:102159432	t	102159432	10:102159338-102159432:+	10	102159338	102159432	+	120.0	0.245		0.127	-0.118	-0.089		welch	0.30034647063774306	0.9646329354635802	0	0	0.112	0.383	0.174	0.18	0.044	0.101	98	154	115	150	45	158
ris_low		chrX:KDM5C:t:53193636|X:53193636-53193772:-	KDM5C	chrX:KDM5C:t:53193636	t	53193636	X:53193636-53193772:-	X	53193636	53193772	-	147.5	0.607		0.486	-0.121	-0.106		welch	0.28658894559624887	0.9646329354635802	0	0	0.658	0.6	0.576	0.608	0.265	0.52	120	165	158	158	113	171
ris_low		chr4:MRPS18C:s:83456958|4:83456958-83458345:+	MRPS18C	chr4:MRPS18C:s:83456958	s	83456958	4:83456958-83458345:+	4	83456958	83458345	+	100.5	0.358		0.236	-0.122	-0.129		welch	0.12253199453891579	0.9646329354635802	0	0	0.443	0.352	0.282	0.216	0.118	0.311	106	182	103	134	17	61
ris_low		chr1:CAP1:s:40059458|1:40059458-40060066:+	CAP1	chr1:CAP1:s:40059458	s	40059458	1:40059458-40060066:+	1	40059458	40060066	+	100.8	0.958		0.832	-0.126	-0.093		welch	0.05977672914371859	0.9646329354635802	1	0	1.0	0.934	0.959	0.91	0.821	0.782	83	151	97	78	95	101
ris_low		chr1:ENSG00000233461:t:231522637|1:231522637-231524425:-	ENSG00000233461	chr1:ENSG00000233461:t:231522637	t	231522637	1:231522637-231524425:-	1	231522637	231524425	-	141.7	0.231		0.106	-0.126	-0.088		welch	0.1012926152395494	0.9646329354635802	1	0	0.349	0.162	0.23	0.1	0.16	0.05	129	216	126	160	119	100
ris_low		chr16:FLYWCH2:s:2883366|16:2883366-2895219:+	FLYWCH2	chr16:FLYWCH2:s:2883366	s	2883366	16:2883366-2895219:+	16	2883366	2895219	+	118.2	0.893		0.765	-0.129	-0.083		welch	0.4236274404028886	0.9646329354635802	0	0	0.985	0.679	0.962	0.906	0.661	0.729	135	109	159	106	115	85
ris_low		chr1:C1orf43:s:154220341|1:154219937-154220341:-	C1orf43	chr1:C1orf43:s:154220341	s	154220341	1:154219937-154220341:-	1	154219937	154220341	-	114.0	0.628		0.495	-0.133	-0.065		welch	0.2550075750189778	0.9646329354635802	0	0	0.671	0.576	0.643	0.639	0.495	0.312	79	125	199	97	107	77
ris_low		chr3:TRA2B:s:185937824|3:185926734-185937824:-	TRA2B	chr3:TRA2B:s:185937824	s	185937824	3:185926734-185937824:-	3	185926734	185937824	-	162.0	0.583		0.448	-0.134	-0.094		welch	0.25735349648080247	0.9646329354635802	0	0	0.623	0.593	0.54	0.4	0.618	0.398	114	285	176	175	89	133
ris_low		chr16:RNPS1:t:2264760|16:2264760-2268054:-	RNPS1	chr16:RNPS1:t:2264760	t	2264760	16:2264760-2268054:-	16	2264760	2268054	-	171.2	0.742		0.606	-0.136	-0.154		welch	0.028777375581302958	0.9646329354635802	1	0	0.756	0.687	0.798	0.568	0.604	0.648	160	201	163	185	139	179
ris_low		chr15:TPM1:t:63056984|15:63044152-63056984:+	TPM1	chr15:TPM1:t:63056984	t	63056984	15:63044152-63056984:+	15	63044152	63056984	+	265.3	0.399		0.262	-0.137	-0.12		welch	0.19707988154793882	0.9646329354635802	0	0	0.443	0.383	0.384	0.177	0.404	0.257	262	397	315	220	141	257
ris_low		chr19:ILF3:t:10688549|19:10687708-10688549:+	ILF3	chr19:ILF3:t:10688549	t	10688549	19:10687708-10688549:+	19	10687708	10688549	+	152.5	0.954		0.812	-0.142	-0.051		welch	0.0858279114780118	0.9646329354635802	0	0	0.868	1.0	1.0	0.765	0.901	0.791	152	176	103	162	131	191
ris_low		chr7:GGCT:s:30504568|7:30498938-30504568:-	GGCT	chr7:GGCT:s:30504568	s	30504568	7:30498938-30504568:-	7	30498938	30504568	-	223.0	0.399		0.256	-0.143	-0.146		welch	0.02315783786887247	0.9646329354635802	1	0	0.423	0.406	0.38	0.288	0.283	0.199	222	212	361	177	180	186
ris_low		chr18:TXNL4A:s:79988239|18:79977701-79988239:-	TXNL4A	chr18:TXNL4A:s:79988239	s	79988239	18:79977701-79988239:-	18	79977701	79988239	-	264.7	0.437		0.293	-0.145	-0.125		welch	0.08031954559962248	0.9646329354635802	1	0	0.36	0.411	0.527	0.256	0.237	0.36	275	270	315	262	177	289
ris_low		chr12:TMEM106C:t:47964208|12:47963704-47964208:+	TMEM106C	chr12:TMEM106C:t:47964208	t	47964208	12:47963704-47964208:+	12	47963704	47964208	+	126.8	0.395		0.246	-0.149	-0.161		welch	0.1468162754560604	0.9646329354635802	0	0	0.504	0.299	0.392	0.203	0.1	0.363	133	147	148	128	70	135
ris_low		chr22:CHCHD10:s:23767833|22:23766275-23767833:-	CHCHD10	chr22:CHCHD10:s:23767833	s	23767833	22:23766275-23767833:-	22	23766275	23767833	-	139.3	0.26		0.109	-0.151	-0.114		welch	0.05246253978471499	0.9646329354635802	1	0	0.178	0.312	0.249	0.078	0.104	0.15	73	157	185	166	115	140
