comparison	gene_id	symbol	mean_log2_reference	mean_log2_truseq	deviation_log2	direction	histone_replication_dependent	mrna_length_nt
TruSeq vs BOBseq	ENSG00000103496	STX4	8.395	6.428	-2.365	under-represented in TruSeq	0	1215
TruSeq vs BOBseq	ENSG00000103550	KNOP1	9.371	6.254	-3.515	under-represented in TruSeq	0	4023
TruSeq vs BOBseq	ENSG00000103942	HOMER2	7.974	5.64	-2.732	under-represented in TruSeq	0	1610
TruSeq vs BOBseq	ENSG00000104129	DNAJC17	8.008	5.042	-3.363	under-represented in TruSeq	0	680
TruSeq vs BOBseq	ENSG00000104140	RHOV	5.478	2.293	-3.583	under-represented in TruSeq	0	1650
TruSeq vs BOBseq	ENSG00000104231	ZFAND1	3.717	6.239	2.123	over-represented in TruSeq	0	1204
TruSeq vs BOBseq	ENSG00000104267	CA2	5.588	8.703	2.717	over-represented in TruSeq	0	1460
TruSeq vs BOBseq	ENSG00000104325	DECR1	1.468	5.165	3.298	over-represented in TruSeq	0	866
TruSeq vs BOBseq	ENSG00000104341	LAPTM4B	5.141	8.022	2.483	over-represented in TruSeq	0	2442
TruSeq vs BOBseq	ENSG00000104412	EMC2	2.728	6.504	3.378	over-represented in TruSeq	0	940
TruSeq vs BOBseq	ENSG00000104442	ARMC1	2.714	5.63	2.519	over-represented in TruSeq	0	2937
TruSeq vs BOBseq	ENSG00000104529	EEF1D	12.504	9.399	-3.503	under-represented in TruSeq	0	538
TruSeq vs BOBseq	ENSG00000104660	LEPROTL1	2.276	5.283	2.609	over-represented in TruSeq	0	1827
TruSeq vs BOBseq	ENSG00000104671	DCTN6	3.345	5.825	2.082	over-represented in TruSeq	0	998
TruSeq vs BOBseq	ENSG00000104679	R3HCC1	8.152	6.054	-2.495	under-represented in TruSeq	0	1403
TruSeq vs BOBseq	ENSG00000104714	ERICH1	7.419	5.273	-2.544	under-represented in TruSeq	0	1209
TruSeq vs BOBseq	ENSG00000104722	NEFM	8.915	5.843	-3.47	under-represented in TruSeq	0	2803
TruSeq vs BOBseq	ENSG00000104723	TUSC3	3.174	6.299	2.727	over-represented in TruSeq	0	1419
TruSeq vs BOBseq	ENSG00000104763	ASAH1	3.378	5.884	2.108	over-represented in TruSeq	0	1554
TruSeq vs BOBseq	ENSG00000104825	NFKBIB	7.308	5.66	-2.047	under-represented in TruSeq	0	
TruSeq vs BOBseq	ENSG00000104859	CLASRP	8.143	5.906	-2.635	under-represented in TruSeq	0	946
TruSeq vs BOBseq	ENSG00000104863	LIN7B	4.396	2.551	-2.243	under-represented in TruSeq	0	592
TruSeq vs BOBseq	ENSG00000104866	PPP1R37	5.9	3.906	-2.393	under-represented in TruSeq	0	2707
TruSeq vs BOBseq	ENSG00000104892	KLC3	4.528	2.531	-2.395	under-represented in TruSeq	0	1830
TruSeq vs BOBseq	ENSG00000104899	AMH	5.473	3.751	-2.121	under-represented in TruSeq	0	1084
TruSeq vs BOBseq	ENSG00000104904	OAZ1	12.409	10.552	-2.255	under-represented in TruSeq	0	964
TruSeq vs BOBseq	ENSG00000104960	PTOV1	9.355	7.731	-2.022	under-represented in TruSeq	0	1323
TruSeq vs BOBseq	ENSG00000104979	C19orf53	10.104	8.346	-2.156	under-represented in TruSeq	0	707
TruSeq vs BOBseq	ENSG00000104980	TIMM44	8.944	7.132	-2.21	under-represented in TruSeq	0	1523
TruSeq vs BOBseq	ENSG00000104998	IL27RA	4.272	2.67	-2.0	under-represented in TruSeq	0	
TruSeq vs BOBseq	ENSG00000105048	TNNT1	7.29	5.18	-2.508	under-represented in TruSeq	0	858
TruSeq vs BOBseq	ENSG00000105063	PPP6R1	8.256	6.401	-2.253	under-represented in TruSeq	0	2299
TruSeq vs BOBseq	ENSG00000105135	ILVBL	7.447	5.698	-2.146	under-represented in TruSeq	0	2126
TruSeq vs BOBseq	ENSG00000105258	POLR2I	9.945	8.094	-2.249	under-represented in TruSeq	0	496
TruSeq vs BOBseq	ENSG00000105287	PRKD2	6.49	4.673	-2.215	under-represented in TruSeq	0	2002
TruSeq vs BOBseq	ENSG00000105321	CCDC9	5.933	4.193	-2.138	under-represented in TruSeq	0	1561
TruSeq vs BOBseq	ENSG00000105327	BBC3	5.785	3.221	-2.962	under-represented in TruSeq	0	1363
TruSeq vs BOBseq	ENSG00000105329	TGFB1	6.269	4.292	-2.375	under-represented in TruSeq	0	989
TruSeq vs BOBseq	ENSG00000105379	ETFB	9.346	7.527	-2.217	under-represented in TruSeq	0	872
TruSeq vs BOBseq	ENSG00000105401	CDC37	10.952	8.884	-2.466	under-represented in TruSeq	0	1291
TruSeq vs BOBseq	ENSG00000105516	DBP	5.907	3.994	-2.311	under-represented in TruSeq	0	1205
TruSeq vs BOBseq	ENSG00000105617	LENG1	7.09	4.245	-3.243	under-represented in TruSeq	0	1381
TruSeq vs BOBseq	ENSG00000105619	TFPT	7.207	4.664	-2.941	under-represented in TruSeq	0	1180
TruSeq vs BOBseq	ENSG00000105671	DDX49	8.981	6.713	-2.666	under-represented in TruSeq	0	1320
TruSeq vs BOBseq	ENSG00000105698	USF2	9.26	7.184	-2.474	under-represented in TruSeq	0	1058
TruSeq vs BOBseq	ENSG00000105700	KXD1	9.19	7.561	-2.027	under-represented in TruSeq	0	1206
TruSeq vs BOBseq	ENSG00000105819	PMPCB	3.975	7.362	2.989	over-represented in TruSeq	0	1734
TruSeq vs BOBseq	ENSG00000105835	NAMPT	3.847	7.054	2.81	over-represented in TruSeq	0	2341
TruSeq vs BOBseq	ENSG00000105880	DLX5	4.188	2.238	-2.348	under-represented in TruSeq	0	1413
TruSeq vs BOBseq	ENSG00000105887	MTPN	2.801	7.77	4.57	over-represented in TruSeq	0	1126
TruSeq vs BOBseq	ENSG00000106012	IQCE	6.416	3.75	-3.064	under-represented in TruSeq	0	4284
TruSeq vs BOBseq	ENSG00000106066	CPVL	3.627	6.242	2.217	over-represented in TruSeq	0	1198
TruSeq vs BOBseq	ENSG00000106144	CASP2	2.903	5.941	2.639	over-represented in TruSeq	0	3901
TruSeq vs BOBseq	ENSG00000106211	HSPB1	9.056	7.024	-2.43	under-represented in TruSeq	0	661
TruSeq vs BOBseq	ENSG00000106268	NUDT1	9.238	6.497	-3.139	under-represented in TruSeq	0	672
TruSeq vs BOBseq	ENSG00000106355	LSM5	3.375	7.658	3.885	over-represented in TruSeq	0	631
TruSeq vs BOBseq	ENSG00000106400	ZNHIT1	9.764	7.707	-2.455	under-represented in TruSeq	0	846
TruSeq vs BOBseq	ENSG00000106460	TMEM106B	2.146	5.033	2.489	over-represented in TruSeq	0	3286
TruSeq vs BOBseq	ENSG00000106537	TSPAN13	3.132	5.873	2.342	over-represented in TruSeq	0	1859
TruSeq vs BOBseq	ENSG00000106588	PSMA2	4.143	8.445	3.904	over-represented in TruSeq	0	1041
TruSeq vs BOBseq	ENSG00000106603	COA1	4.975	7.624	2.25	over-represented in TruSeq	0	1033
TruSeq vs BOBseq	ENSG00000106605	BLVRA	8.302	6.14	-2.56	under-represented in TruSeq	0	1074
TruSeq vs BOBseq	ENSG00000106992	AK1	8.58	6.812	-2.166	under-represented in TruSeq	0	668
TruSeq vs BOBseq	ENSG00000107223	EDF1	10.89	9.065	-2.222	under-represented in TruSeq	0	758
TruSeq vs BOBseq	ENSG00000107372	ZFAND5	3.755	6.629	2.476	over-represented in TruSeq	0	2129
TruSeq vs BOBseq	ENSG00000107566	ERLIN1	2.538	5.275	2.339	over-represented in TruSeq	0	2813
TruSeq vs BOBseq	ENSG00000107862	GBF1	7.504	5.687	-2.214	under-represented in TruSeq	0	3841
TruSeq vs BOBseq	ENSG00000107872	FBXL15	5.447	3.498	-2.347	under-represented in TruSeq	0	1098
TruSeq vs BOBseq	ENSG00000107937	GTPBP4	8.913	7.249	-2.062	under-represented in TruSeq	0	2562
TruSeq vs BOBseq	ENSG00000108559	NUP88	4.575	7.137	2.164	over-represented in TruSeq	0	956
TruSeq vs BOBseq	ENSG00000108587	GOSR1	3.087	5.828	2.343	over-represented in TruSeq	0	2484
TruSeq vs BOBseq	ENSG00000108588	CCDC47	4.176	7.288	2.714	over-represented in TruSeq	0	1883
TruSeq vs BOBseq	ENSG00000108651	UTP6	3.936	7.199	2.865	over-represented in TruSeq	0	1120
TruSeq vs BOBseq	ENSG00000108883	EFTUD2	5.879	8.382	2.105	over-represented in TruSeq	0	1253
TruSeq vs BOBseq	ENSG00000109133	TMEM33	3.969	6.822	2.455	over-represented in TruSeq	0	2962
TruSeq vs BOBseq	ENSG00000109472	CPE	3.597	6.036	2.041	over-represented in TruSeq	0	1953
TruSeq vs BOBseq	ENSG00000109534	GAR1	9.538	7.833	-2.103	under-represented in TruSeq	0	976
TruSeq vs BOBseq	ENSG00000109606	DHX15	4.665	7.893	2.83	over-represented in TruSeq	0	2632
TruSeq vs BOBseq	ENSG00000109805	NCAPG	3.574	6.168	2.195	over-represented in TruSeq	0	3025
TruSeq vs BOBseq	ENSG00000109881	CCDC34	7.549	5.801	-2.146	under-represented in TruSeq	0	1354
TruSeq vs BOBseq	ENSG00000109919	MTCH2	5.483	7.953	2.072	over-represented in TruSeq	0	869
TruSeq vs BOBseq	ENSG00000109929	SC5D	2.754	7.063	3.911	over-represented in TruSeq	0	2541
TruSeq vs BOBseq	ENSG00000109971	HSPA8	8.419	11.081	2.264	over-represented in TruSeq	0	1642
TruSeq vs BOBseq	ENSG00000110011	DNAJC4	6.799	4.448	-2.75	under-represented in TruSeq	0	846
TruSeq vs BOBseq	ENSG00000110048	OSBP	2.759	5.506	2.349	over-represented in TruSeq	0	3923
TruSeq vs BOBseq	ENSG00000110063	DCPS	6.357	4.666	-2.088	under-represented in TruSeq	0	3285
TruSeq vs BOBseq	ENSG00000110080	ST3GAL4	7.79	4.477	-3.711	under-represented in TruSeq	0	1359
TruSeq vs BOBseq	ENSG00000110172	CHORDC1	4.139	7.598	3.061	over-represented in TruSeq	0	
TruSeq vs BOBseq	ENSG00000110321	EIF4G2	5.832	9.775	3.545	over-represented in TruSeq	0	2171
TruSeq vs BOBseq	ENSG00000110330	BIRC2	2.124	4.785	2.263	over-represented in TruSeq	0	3488
TruSeq vs BOBseq	ENSG00000110367	DDX6	2.726	5.646	2.522	over-represented in TruSeq	0	5385
TruSeq vs BOBseq	ENSG00000110429	FBXO3	2.88	5.932	2.654	over-represented in TruSeq	0	2046
TruSeq vs BOBseq	ENSG00000110768	GTF2H1	2.938	5.564	2.228	over-represented in TruSeq	0	
TruSeq vs BOBseq	ENSG00000110811	P3H3	6.176	4.371	-2.203	under-represented in TruSeq	0	1738
TruSeq vs BOBseq	ENSG00000110844	PRPF40B	4.318	2.531	-2.185	under-represented in TruSeq	0	1574
TruSeq vs BOBseq	ENSG00000110955	ATP5F1B	7.469	10.864	2.996	over-represented in TruSeq	0	789
TruSeq vs BOBseq	ENSG00000111142	METAP2	9.907	8.174	-2.13	under-represented in TruSeq	0	2107
TruSeq vs BOBseq	ENSG00000111144	LTA4H	3.692	7.251	3.161	over-represented in TruSeq	0	2157
TruSeq vs BOBseq	ENSG00000111237	VPS29	4.759	7.439	2.283	over-represented in TruSeq	0	840
TruSeq vs BOBseq	ENSG00000111321	LTBR	6.63	1.977	-5.051	under-represented in TruSeq	0	1617
TruSeq vs BOBseq	ENSG00000111481	COPZ1	4.102	8.537	4.037	over-represented in TruSeq	0	1574
TruSeq vs BOBseq	ENSG00000111716	LDHB	7.429	11.541	3.714	over-represented in TruSeq	0	854
TruSeq vs BOBseq	ENSG00000111726	CMAS	4.173	6.643	2.071	over-represented in TruSeq	0	1676
TruSeq vs BOBseq	ENSG00000111906	HDDC2	10.154	8.254	-2.298	under-represented in TruSeq	0	1053
TruSeq vs BOBseq	ENSG00000112029	FBXO5	2.868	6.305	3.038	over-represented in TruSeq	0	2149
TruSeq vs BOBseq	ENSG00000112062	MAPK14	3.136	5.709	2.175	over-represented in TruSeq	0	2835
TruSeq vs BOBseq	ENSG00000112081	SRSF3	6.721	9.806	2.687	over-represented in TruSeq	0	1749
TruSeq vs BOBseq	ENSG00000112146	FBXO9	4.038	6.807	2.371	over-represented in TruSeq	0	1709
TruSeq vs BOBseq	ENSG00000112237	CCNC	4.484	7.059	2.177	over-represented in TruSeq	0	1869
TruSeq vs BOBseq	ENSG00000112290	WASF1	3.306	6.515	2.811	over-represented in TruSeq	0	2504
TruSeq vs BOBseq	ENSG00000112304	ACOT13	2.616	5.06	2.047	over-represented in TruSeq	0	1484
TruSeq vs BOBseq	ENSG00000112308	C6orf62	3.63	6.18	2.153	over-represented in TruSeq	0	3021
TruSeq vs BOBseq	ENSG00000112531	QKI	4.397	6.879	2.085	over-represented in TruSeq	0	2953
TruSeq vs BOBseq	ENSG00000112655	PTK7	7.213	5.344	-2.268	under-represented in TruSeq	0	3375
TruSeq vs BOBseq	ENSG00000112659	CUL9	4.953	2.839	-2.512	under-represented in TruSeq	0	3937
TruSeq vs BOBseq	ENSG00000112685	EXOC2	2.662	5.346	2.286	over-represented in TruSeq	0	3758
TruSeq vs BOBseq	ENSG00000112695	COX7A2	6.676	9.876	2.802	over-represented in TruSeq	0	457
TruSeq vs BOBseq	ENSG00000112769	LAMA4	5.867	3.483	-2.783	under-represented in TruSeq	0	3857
TruSeq vs BOBseq	ENSG00000112972	HMGCS1	3.113	7.099	3.588	over-represented in TruSeq	0	2740
TruSeq vs BOBseq	ENSG00000113013	HSPA9	6.804	9.235	2.032	over-represented in TruSeq	0	2297
TruSeq vs BOBseq	ENSG00000113328	CCNG1	5.074	7.845	2.372	over-represented in TruSeq	0	2127
TruSeq vs BOBseq	ENSG00000113387	SUB1	5.482	8.74	2.86	over-represented in TruSeq	0	994
TruSeq vs BOBseq	ENSG00000113552	GNPDA1	4.482	7.013	2.133	over-represented in TruSeq	0	1482
TruSeq vs BOBseq	ENSG00000113558	SKP1	4.293	8.598	3.907	over-represented in TruSeq	0	678
TruSeq vs BOBseq	ENSG00000113583	C5orf15	3.879	6.968	2.692	over-represented in TruSeq	0	763
TruSeq vs BOBseq	ENSG00000113643	RARS1	4.598	8.08	3.084	over-represented in TruSeq	0	2014
TruSeq vs BOBseq	ENSG00000113732	ATP6V0E1	3.644	7.278	3.236	over-represented in TruSeq	0	820
TruSeq vs BOBseq	ENSG00000113758	DBN1	9.606	6.931	-3.073	under-represented in TruSeq	0	1630
TruSeq vs BOBseq	ENSG00000113851	CRBN	2.251	5.472	2.823	over-represented in TruSeq	0	1101
TruSeq vs BOBseq	ENSG00000114021	NIT2	3.446	5.997	2.154	over-represented in TruSeq	0	1386
TruSeq vs BOBseq	ENSG00000114030	KPNA1	3.346	6.723	2.979	over-represented in TruSeq	0	1733
TruSeq vs BOBseq	ENSG00000114098	ARMC8	2.243	5.121	2.479	over-represented in TruSeq	0	2334
TruSeq vs BOBseq	ENSG00000114115	RBP1	5.635	2.047	-3.986	under-represented in TruSeq	0	711
TruSeq vs BOBseq	ENSG00000114120	SLC25A36	3.431	6.337	2.508	over-represented in TruSeq	0	2875
TruSeq vs BOBseq	ENSG00000114209	PDCD10	2.334	6.515	3.783	over-represented in TruSeq	0	1088
TruSeq vs BOBseq	ENSG00000114405	CEP15	3.407	6.338	2.534	over-represented in TruSeq	0	839
TruSeq vs BOBseq	ENSG00000114744	COMMD2	2.757	6.047	2.891	over-represented in TruSeq	0	2442
TruSeq vs BOBseq	ENSG00000114784	EIF1B	3.012	7.464	4.054	over-represented in TruSeq	0	969
TruSeq vs BOBseq	ENSG00000114956	DGUOK	4.327	7.532	2.806	over-represented in TruSeq	0	891
TruSeq vs BOBseq	ENSG00000114978	MOB1A	3.02	6.18	2.761	over-represented in TruSeq	0	4355
TruSeq vs BOBseq	ENSG00000115091	ACTR3	4.922	7.773	2.452	over-represented in TruSeq	0	2189
TruSeq vs BOBseq	ENSG00000115128	SF3B6	6.508	9.305	2.4	over-represented in TruSeq	0	656
TruSeq vs BOBseq	ENSG00000115255	REEP6	6.27	4.285	-2.383	under-represented in TruSeq	0	1356
TruSeq vs BOBseq	ENSG00000115274	INO80B	7.857	5.89	-2.365	under-represented in TruSeq	0	807
TruSeq vs BOBseq	ENSG00000115310	RTN4	4.757	7.37	2.214	over-represented in TruSeq	0	1872
TruSeq vs BOBseq	ENSG00000115368	WDR75	2.966	6.581	3.217	over-represented in TruSeq	0	2483
TruSeq vs BOBseq	ENSG00000115392	FANCL	3.216	5.962	2.348	over-represented in TruSeq	0	1982
TruSeq vs BOBseq	ENSG00000115446	UNC50	3.49	6.023	2.135	over-represented in TruSeq	0	1182
TruSeq vs BOBseq	ENSG00000115457	IGFBP2	9.128	6.676	-2.85	under-represented in TruSeq	0	1021
TruSeq vs BOBseq	ENSG00000115484	CCT4	6.572	9.401	2.431	over-represented in TruSeq	0	2152
TruSeq vs BOBseq	ENSG00000115514	TXNDC9	2.53	5.703	2.774	over-represented in TruSeq	0	1296
TruSeq vs BOBseq	ENSG00000115524	SF3B1	3.902	8.113	3.813	over-represented in TruSeq	0	2608
TruSeq vs BOBseq	ENSG00000115685	PPP1R7	8.935	7.2	-2.133	under-represented in TruSeq	0	1059
TruSeq vs BOBseq	ENSG00000115758	ODC1	6.144	8.966	2.424	over-represented in TruSeq	0	1998
TruSeq vs BOBseq	ENSG00000115875	SRSF7	6.609	9.157	2.149	over-represented in TruSeq	0	1292
TruSeq vs BOBseq	ENSG00000115942	ORC2	2.722	5.527	2.407	over-represented in TruSeq	0	2693
TruSeq vs BOBseq	ENSG00000115947	ORC4	3.188	6.304	2.718	over-represented in TruSeq	0	1737
TruSeq vs BOBseq	ENSG00000115977	AAK1	5.249	2.807	-2.84	under-represented in TruSeq	0	7287
TruSeq vs BOBseq	ENSG00000116035	VAX2	5.019	2.258	-3.159	under-represented in TruSeq	0	1326
TruSeq vs BOBseq	ENSG00000116151	MORN1	4.868	2.461	-2.805	under-represented in TruSeq	0	1074
TruSeq vs BOBseq	ENSG00000116171	SCP2	4.071	6.931	2.462	over-represented in TruSeq	0	1384
TruSeq vs BOBseq	ENSG00000116209	TMEM59	4.756	7.424	2.27	over-represented in TruSeq	0	1050
TruSeq vs BOBseq	ENSG00000116459	ATP5PB	5.881	9.539	3.261	over-represented in TruSeq	0	847
TruSeq vs BOBseq	ENSG00000116489	CAPZA1	3.331	7.93	4.202	over-represented in TruSeq	0	1901
TruSeq vs BOBseq	ENSG00000116586	LAMTOR2	9.622	7.592	-2.428	under-represented in TruSeq	0	612
TruSeq vs BOBseq	ENSG00000116641	DOCK7	3.134	5.853	2.321	over-represented in TruSeq	0	1968
TruSeq vs BOBseq	ENSG00000116649	SRM	10.885	8.907	-2.375	under-represented in TruSeq	0	605
TruSeq vs BOBseq	ENSG00000116679	IVNS1ABP	2.523	6.235	3.314	over-represented in TruSeq	0	1617
TruSeq vs BOBseq	ENSG00000116729	WLS	4.639	7.142	2.105	over-represented in TruSeq	0	1246
TruSeq vs BOBseq	ENSG00000116750	UCHL5	4.794	7.574	2.382	over-represented in TruSeq	0	1494
TruSeq vs BOBseq	ENSG00000116752	BCAS2	3.953	7.494	3.144	over-represented in TruSeq	0	1270
TruSeq vs BOBseq	ENSG00000116791	CRYZ	2.862	5.731	2.471	over-represented in TruSeq	0	1287
TruSeq vs BOBseq	ENSG00000116809	ZBTB17	6.011	3.907	-2.503	under-represented in TruSeq	0	822
TruSeq vs BOBseq	ENSG00000116906	GNPAT	2.881	6.263	2.984	over-represented in TruSeq	0	2314
TruSeq vs BOBseq	ENSG00000117054	ACADM	3.867	7.065	2.801	over-represented in TruSeq	0	1775
TruSeq vs BOBseq	ENSG00000117114	ADGRL2	2.555	5.255	2.301	over-represented in TruSeq	0	5407
TruSeq vs BOBseq	ENSG00000117122	MFAP2	6.357	3.25	-3.504	under-represented in TruSeq	0	885
TruSeq vs BOBseq	ENSG00000117155	SSX2IP	2.599	5.597	2.599	over-represented in TruSeq	0	3683
TruSeq vs BOBseq	ENSG00000117450	PRDX1	7.957	10.972	2.617	over-represented in TruSeq	0	881
TruSeq vs BOBseq	ENSG00000117505	DR1	3.367	6.482	2.718	over-represented in TruSeq	0	3467
TruSeq vs BOBseq	ENSG00000117543	DPH5	3.197	6.787	3.192	over-represented in TruSeq	0	1000
TruSeq vs BOBseq	ENSG00000117593	DARS2	3.774	6.875	2.703	over-represented in TruSeq	0	2850
TruSeq vs BOBseq	ENSG00000117632	STMN1	5.518	8.76	2.844	over-represented in TruSeq	0	1197
TruSeq vs BOBseq	ENSG00000117691	NENF	8.783	7.12	-2.06	under-represented in TruSeq	0	904
TruSeq vs BOBseq	ENSG00000117862	TXNDC12	4.289	6.98	2.292	over-represented in TruSeq	0	1416
TruSeq vs BOBseq	ENSG00000117877	POLR1G	9.301	6.093	-3.606	under-represented in TruSeq	0	1681
TruSeq vs BOBseq	ENSG00000118495	PLAGL1	3.362	6.098	2.338	over-represented in TruSeq	0	2153
TruSeq vs BOBseq	ENSG00000118855	MFSD1	2.552	5.634	2.685	over-represented in TruSeq	0	2137
TruSeq vs BOBseq	ENSG00000118894	EEF2KMT	7.337	5.398	-2.337	under-represented in TruSeq	0	1209
TruSeq vs BOBseq	ENSG00000119013	NDUFB3	5.199	8.499	2.901	over-represented in TruSeq	0	502
TruSeq vs BOBseq	ENSG00000119203	CPSF3	4.023	6.793	2.372	over-represented in TruSeq	0	2191
TruSeq vs BOBseq	ENSG00000119242	CCDC92	6.596	4.889	-2.105	under-represented in TruSeq	0	2423
TruSeq vs BOBseq	ENSG00000119285	HEATR1	3.167	6.511	2.945	over-represented in TruSeq	0	4118
TruSeq vs BOBseq	ENSG00000119396	RAB14	2.752	6.403	3.254	over-represented in TruSeq	0	2411
TruSeq vs BOBseq	ENSG00000119471	HSDL2	2.725	5.744	2.621	over-represented in TruSeq	0	2819
TruSeq vs BOBseq	ENSG00000119632	IFI27L2	5.819	3.52	-2.697	under-represented in TruSeq	0	451
TruSeq vs BOBseq	ENSG00000119640	ACYP1	5.522	3.866	-2.054	under-represented in TruSeq	0	596
TruSeq vs BOBseq	ENSG00000119707	RBM25	10.567	6.844	-4.121	under-represented in TruSeq	0	3855
TruSeq vs BOBseq	ENSG00000119720	NRDE2	5.965	4.31	-2.053	under-represented in TruSeq	0	3581
TruSeq vs BOBseq	ENSG00000119725	ZNF410	2.523	5.421	2.5	over-represented in TruSeq	0	2017
TruSeq vs BOBseq	ENSG00000119787	ATL2	3.608	6.683	2.676	over-represented in TruSeq	0	2077
TruSeq vs BOBseq	ENSG00000119820	YIPF4	2.76	5.196	2.039	over-represented in TruSeq	0	2970
TruSeq vs BOBseq	ENSG00000119977	TCTN3	2.636	5.683	2.649	over-represented in TruSeq	0	2257
TruSeq vs BOBseq	ENSG00000119986	AVPI1	4.597	2.511	-2.484	under-represented in TruSeq	0	1375
TruSeq vs BOBseq	ENSG00000120053	GOT1	3.148	6.415	2.869	over-represented in TruSeq	0	1613
TruSeq vs BOBseq	ENSG00000120071	KANSL1	2.737	5.279	2.144	over-represented in TruSeq	0	1260
TruSeq vs BOBseq	ENSG00000120438	TCP1	7.048	9.851	2.405	over-represented in TruSeq	0	1587
TruSeq vs BOBseq	ENSG00000120509	PDZD11	4.045	6.544	2.101	over-represented in TruSeq	0	1031
TruSeq vs BOBseq	ENSG00000120694	HSPH1	4.752	7.59	2.441	over-represented in TruSeq	0	2461
TruSeq vs BOBseq	ENSG00000120697	ALG5	3.917	6.623	2.309	over-represented in TruSeq	0	1058
TruSeq vs BOBseq	ENSG00000120699	EXOSC8	3.386	6.959	3.175	over-represented in TruSeq	0	1308
TruSeq vs BOBseq	ENSG00000120733	KDM3B	2.668	5.53	2.464	over-represented in TruSeq	0	5210
TruSeq vs BOBseq	ENSG00000120805	ARL1	4.07	6.807	2.339	over-represented in TruSeq	0	1512
TruSeq vs BOBseq	ENSG00000120885	CLU	5.888	4.219	-2.068	under-represented in TruSeq	0	834
TruSeq vs BOBseq	ENSG00000120992	LYPLA1	4.699	7.244	2.147	over-represented in TruSeq	0	1771
TruSeq vs BOBseq	ENSG00000121068	TBX2	5.857	3.786	-2.469	under-represented in TruSeq	0	3980
TruSeq vs BOBseq	ENSG00000121410	A1BG	7.356	4.334	-3.42	under-represented in TruSeq	0	598
TruSeq vs BOBseq	ENSG00000121481	RNF2	2.117	5.768	3.252	over-represented in TruSeq	0	1920
TruSeq vs BOBseq	ENSG00000121644	DESI2	4.034	6.584	2.152	over-represented in TruSeq	0	3315
TruSeq vs BOBseq	ENSG00000121851	POLR3GL	7.136	5.321	-2.213	under-represented in TruSeq	0	1121
TruSeq vs BOBseq	ENSG00000121864	ZNF639	2.264	5.958	3.296	over-represented in TruSeq	0	1676
TruSeq vs BOBseq	ENSG00000122218	COPA	4.571	7.382	2.413	over-represented in TruSeq	0	2014
TruSeq vs BOBseq	ENSG00000122386	ZNF205	6.786	4.63	-2.554	under-represented in TruSeq	0	1232
TruSeq vs BOBseq	ENSG00000122482	ZNF644	3.469	6.029	2.162	over-represented in TruSeq	0	2378
TruSeq vs BOBseq	ENSG00000122592	HOXA7	7.956	3.427	-4.927	under-represented in TruSeq	0	1929
TruSeq vs BOBseq	ENSG00000122674	CCZ1	3.369	6.404	2.636	over-represented in TruSeq	0	801
TruSeq vs BOBseq	ENSG00000122786	CALD1	8.141	6.134	-2.405	under-represented in TruSeq	0	3841
TruSeq vs BOBseq	ENSG00000123064	DDX54	10.735	7.585	-3.548	under-represented in TruSeq	0	1313
TruSeq vs BOBseq	ENSG00000123146	ADGRE5	4.738	2.791	-2.345	under-represented in TruSeq	0	2280
TruSeq vs BOBseq	ENSG00000123154	WDR83	7.196	4.707	-2.887	under-represented in TruSeq	0	1025
TruSeq vs BOBseq	ENSG00000123219	CENPK	3.116	5.88	2.366	over-represented in TruSeq	0	934
TruSeq vs BOBseq	ENSG00000123472	ATPAF1	5.056	7.56	2.107	over-represented in TruSeq	0	1426
TruSeq vs BOBseq	ENSG00000123505	AMD1	4.204	7.969	3.367	over-represented in TruSeq	0	2610
TruSeq vs BOBseq	ENSG00000123545	NDUFAF4	4.328	7.042	2.317	over-represented in TruSeq	0	771
TruSeq vs BOBseq	ENSG00000123575	FAM199X	3.064	5.971	2.508	over-represented in TruSeq	0	6522
TruSeq vs BOBseq	ENSG00000123595	RAB9A	3.372	5.816	2.046	over-represented in TruSeq	0	1225
TruSeq vs BOBseq	ENSG00000123685	BATF3	5.755	3.624	-2.529	under-represented in TruSeq	0	834
TruSeq vs BOBseq	ENSG00000123689	G0S2	5.451	2.191	-3.659	under-represented in TruSeq	0	875
